
Log started (V12.3.0.0) Tue Nov 08 15:47:00 2022

New value for results output screen indicator and file: y 1108a.txt
Variable Name           Solution Value
Y01080204103000               2.772000
Y01080204102402               0.110000
Y01080204112000              56.880000
Y01080204111701              75.110000
Y01080204111602              56.130000
Y01080204111503              10.910000
Y01080204111404              82.480000
Y01080204111305             294.500000
Y01080204111206             182.000000
Y01080204111107             206.000000
Y01080204111008             120.200000
Y01080204110909               4.150000
Y01080204110810              29.330000
Y01080204110711             244.500000
Y01080204110612             156.000000
Y01080204110414             175.300000
Y01080204110315             124.500000
Y01080204110216             316.200000
Y01080204110117             432.000000
Y01080401013000              91.930000
Y01080401012900               8.826000
Y01080401012800              27.120000
Y01080401012700              21.800000
Y01080401012600              12.000000
Y01080401012500              87.280000
Y01080401012400              80.760000
Y01080401012300              22.370000
Y01080401012201             122.700000
Y01080401012102              48.090000
Y01080401012003              94.530000
Y01080401011904              46.120000
Y01080401011805              23.130000
Y01080401011706              76.750000
Y01080401011607              19.630000
Y01080401011508              42.310000
Y01080401011409              19.330000
Y01080401011310              31.140000
Y01080401011211             275.900000
Y01080401011112             235.200000
Y01080401011013               7.170000
Y01080401010914             224.700000
Y01080401010716             389.300000
Y01080401010617             722.900000
Y01080401010518             924.000000
Y01080401010419            1549.000000
Y01080401010320             471.600000
Y01080401010221             295.300000
Y01080401010122             214.200000
Y01080401023000             114.000000
Y01080401022900               8.281000
Y01080401022800               5.200000
Y01080401022700              32.170000
Y01080401022600              30.190000
Y01080401022500              51.090000
Y01080401022400              56.390000
Y01080401022300             112.000000
Y01080401022201             127.800000
Y01080401022102              24.410000
Y01080401022003             106.600000
Y01080401021904              96.220000
Y01080401021805              79.840000
Y01080401021706              33.860000
Y01080401021607              44.500000
Y01080401021508              95.660000
Y01080401021409              56.710000
Y01080401021310              22.670000
Y01080401021211             107.000000
Y01080401021112               8.510000
Y01080401020914              29.350000
Y01080401020518               0.230000
Y01080401020419              58.490000
Y01080401020221              40.530000
Y01080401033000               6.107000
Y01080401032800               3.500000
Y01080401032700               0.760000
Y01080401032600              17.950000
Y01080401032500               2.180000
Y01080401032400              16.760000
Y01080401032300              25.300000
Y01080401032201             113.100000
Y01080401032102              30.480000
Y01080401032003              76.280000
Y01080401031904              21.380000
Y01080401031805              15.490000
Y01080401031706               4.010000
Y01080401031607               0.160000
Y01080401031508             103.500000
Y01080401031409               6.060000
Y01080401031310              70.470000
Y01080401031211               0.300000
Y01080401031112              12.840000
Y01080401031013               4.360000
Y01080401030914               0.600000
Y01080401030815               7.090000
Y01080401030122              10.350000
Y01080401073000               5.966000
Y01080401072600               6.190000
Y01080401072501              12.520000
Y01080401072303              72.150000
Y01080401072204              47.670000
Y01080401072105              23.690000
Y01080401072006              87.460000
Y01080401071907              14.920000
Y01080401071808               8.380000
Y01080401071610               3.440000
Y01080401071214              74.030000
Y01080401071115              33.390000
Y01080401071016              29.480000
Y01080401070917              42.460000
Y01080401070818              16.320000
Y01080401083000              30.770000
Y01080401082900               0.519200
Y01080401082700              26.290000
Y01080401082600              26.620000
Y01080401082501               3.140000
Y01080401082402              54.120000
Y01080401082303             194.100000
Y01080401082204            1503.000000
Y01080401082105             337.500000
Y01080401082006             396.600000
Y01080401081907            1870.000000
Y01080401081808            1635.000000
Y01080401081709            1214.000000
Y01080401081610            1002.000000
Y01080401081511            1257.000000
Y01080401081412            2165.000000
Y01080401081313            4030.000000
Y01080401081214            2369.000000
Y01080401081115            2699.000000
Y01080401081016            3979.000000
Y01080401080917            2702.000000
Y01080401080818            1103.000000
Y01080401080719            1833.000000
Y01080401080620             864.300000
Y01080401080521             919.200000
Y01080401080422             512.100000
Y01080401080323             348.500000
Y01080401080224             873.500000
Y01080401080125             842.800000
Y01080401093000              52.810000
Y01080401092900              13.190000
Y01080401092800              34.150000
Y01080401092700              68.910000
Y01080401092600             172.400000
Y01080401092501             161.800000
Y01080401092402             304.500000
Y01080401092303             598.100000
Y01080401092204             904.400000
Y01080401092105             642.200000
Y01080401092006             700.100000
Y01080401091907            1531.000000
Y01080401091808             461.300000
Y01080401091709            1428.000000
Y01080401091610             605.100000
Y01080401091511             889.100000
Y01080401091412             688.700000
Y01080401091313             442.300000
Y01080401091214             418.800000
Y01080401091115            1244.000000
Y01080401091016            1902.000000
Y01080401090917            1428.000000
Y01080401090818            1736.000000
Y01080401090719            2711.000000
Y01080401090620            1207.000000
Y01080401090521             256.800000
Y01080401090422             457.800000
Y01080401090323             421.500000
Y01080401090224            1452.000000
Y01080401090125             775.500000
Y01080401103000              84.850000
Y01080401102900               4.092000
Y01080401102800               8.530000
Y01080401102700              55.200000
Y01080401102600              72.480000
Y01080401102501              53.440000
Y01080401102402              44.130000
Y01080401102303              91.050000
Y01080401102204             272.400000
Y01080401102105             282.800000
Y01080401102006             187.900000
Y01080401101907             163.200000
Y01080401101808              86.950000
Y01080401101709             248.700000
Y01080401101610             326.100000
Y01080401101511             349.000000
Y01080401101412             397.900000
Y01080401101313             125.600000
Y01080401101214             460.500000
Y01080401101115             198.900000
Y01080401101016             306.200000
Y01080401100917             577.200000
Y01080401112000             224.400000
Y01080401111900              89.220000
Y01080401111800              18.580000
Y01080401111701              28.460000
Y01080401111602              91.560000
Y01080401111503              28.210000
Y01080401111404             259.600000
Y01080401111305              66.870000
Y01080401111206              51.550000
Y01080401111107               7.310000
Y01080401111008             441.200000
Y01080401110909              92.080000
Y01080401110810             318.800000
Y01080401110711               9.170000
Y01080401110612               9.460000
Y01080401110513             128.100000
Y01080401110414               0.560000
Y01080401110315              19.080000
Y01080401110216             498.300000
Y01080401110117             166.400000
Y01080401122000            3568.000000
Y01080401121900             909.100000
Y01080401121800             223.800000
Y01080401121701            1396.000000
Y01080401121602             187.000000
Y01080401121503            1121.000000
Y01080401121404             716.300000
Y01080401121305             799.500000
Y01080401121206             389.900000
Y01080401121107            1893.000000
Y01080401121008            1027.000000
Y01080401120909            3897.000000
Y01080401120810            3225.000000
Y01080401120711            3110.000000
Y01080401120612            2982.000000
Y01080401120513            2814.000000
Y01080401120414            2741.000000
Y01080401120315            2187.000000
Y01080401120216            1685.000000
Y01080401120117            1463.000000
Y01080402013000              94.960000
Y01080402012900               9.108000
Y01080402012800              28.880000
Y01080402012700               0.770000
Y01080402012600              11.870000
Y01080402012500               4.100000
Y01080402012400               2.020000
Y01080402012300               2.980000
Y01080402012201              39.470000
Y01080402012102              23.290000
Y01080402012003               7.410000
Y01080402011904               3.830000
Y01080402011805              18.760000
Y01080402011706               1.930000
Y01080402011607               1.320000
Y01080402011409               6.890000
Y01080402011310               5.300000
Y01080402011211              14.770000
Y01080402011112               2.670000
Y01080402011013               2.160000
Y01080402010914              26.490000
Y01080402010815             372.100000
Y01080402010716             133.900000
Y01080402010617             408.700000
Y01080402010518             112.800000
Y01080402010419              66.570000
Y01080402010122              33.490000
Y01080402023000               6.943000
Y01080402022800               8.650000
Y01080402022700               6.710000
Y01080402022600              20.280000
Y01080402022500               2.230000
Y01080402022400               0.270000
Y01080402022300               7.050000
Y01080402022201               5.890000
Y01080402022102               9.470000
Y01080402022003               0.900000
Y01080402021904               8.710000
Y01080402021706               7.640000
Y01080402021607              12.600000
Y01080402021508              61.880000
Y01080402021409             208.800000
Y01080402021310              37.930000
Y01080402021013               0.300000
Y01080402020914               0.750000
Y01080402020815               0.370000
Y01080402020617              11.030000
Y01080402020419               3.630000
Y01080402020122               9.920000
Y01080402033000              28.220000
Y01080402032800               1.040000
Y01080402032700               1.210000
Y01080402032600               1.340000
Y01080402032500               0.680000
Y01080402032400               1.010000
Y01080402032300              12.550000
Y01080402032201               4.990000
Y01080402032003              25.000000
Y01080402031904               2.320000
Y01080402031211               1.780000
Y01080402073000               4.092000
Y01080402072700               5.270000
Y01080402072501              15.290000
Y01080402072402               1.220000
Y01080402072303               8.650000
Y01080402072204              28.710000
Y01080402072105              51.090000
Y01080402072006             162.400000
Y01080402071907               5.160000
Y01080402071511               7.910000
Y01080402071412              32.370000
Y01080402071313              85.620000
Y01080402071214             279.800000
Y01080402071115               6.850000
Y01080402071016              12.070000
Y01080402070917              46.120000
Y01080402070224              53.970000
Y01080402070125             222.100000
Y01080402083000              63.250000
Y01080402082900               7.867000
Y01080402082700               7.050000
Y01080402082501              22.610000
Y01080402082402              30.100000
Y01080402082303               3.540000
Y01080402082204              64.650000
Y01080402082105               3.630000
Y01080402082006               4.980000
Y01080402081907              82.830000
Y01080402081808               4.830000
Y01080402081709              17.590000
Y01080402081511               2.460000
Y01080402081412             319.800000
Y01080402081313              85.590000
Y01080402081214             107.500000
Y01080402081115             186.000000
Y01080402081016              32.080000
Y01080402080917              36.120000
Y01080402080818               4.140000
Y01080402080719               2.920000
Y01080402080620             154.900000
Y01080402080521              93.390000
Y01080402080422             324.900000
Y01080402080323             690.700000
Y01080402080224             457.400000
Y01080402080125             597.300000
Y01080402093000             104.800000
Y01080402092900               4.893000
Y01080402092800              10.310000
Y01080402092700               0.240000
Y01080402092600              72.570000
Y01080402092501              15.820000
Y01080402092402               4.090000
Y01080402092303              17.500000
Y01080402092204               2.100000
Y01080402092105               1.460000
Y01080402092006              14.240000
Y01080402091907               1.420000
Y01080402091709               4.260000
Y01080402091610               0.660000
Y01080402091511               0.680000
Y01080402091412               4.520000
Y01080402091313               0.280000
Y01080402091214              13.030000
Y01080402091115               8.180000
Y01080402103000              27.800000
Y01080402102700              18.200000
Y01080402102600               4.050000
Y01080402102501               0.350000
Y01080402102402              20.440000
Y01080402102303              11.790000
Y01080402102204              59.310000
Y01080402102105              58.290000
Y01080402102006               9.990000
Y01080402101907              66.550000
Y01080402101808              13.650000
Y01080402101709               6.020000
Y01080402101610              69.380000
Y01080402101511               9.030000
Y01080402101412               0.160000
Y01080402101313               2.950000
Y01080402101214              40.050000
Y01080402101115               3.840000
Y01080402101016              59.990000
Y01080402100719             113.800000
Y01080402100422               6.850000
Y01080402100323             143.500000
Y01080402100224             284.700000
Y01080402100125             140.000000
Y01080402112000               5.490000
Y01080402111900               0.860000
Y01080402111404               1.130000
Y01080402111305               2.120000
Y01080402111107              25.470000
Y01080402110909               4.810000
Y01080402110612              22.750000
Y01080402110414              67.780000
Y01080402110315              30.580000
Y01080402110216               4.970000
Y01080402110117             426.600000
Y01080402122000               3.730000
Y01080402121900               6.430000
Y01080402121701               8.900000
Y01080402121404              32.120000
Y01080402121305             170.800000
Y01080402121206              47.650000
Y01080402121107             228.700000
Y01080402121008              16.840000
Y01080402120711              30.660000
Y01080402120414               4.850000
Y01080402120315             254.100000
Y01080402120216             162.900000
Y01080402120117             102.300000
Y01080403013000              27.810000
Y01080403012900               0.968000
Y01080403012800               2.720000
Y01080403012700               0.190000
Y01080403012600              17.210000
Y01080403012500               9.370000
Y01080403012400               6.240000
Y01080403012201              83.790000
Y01080403012102               0.770000
Y01080403011904               9.040000
Y01080403011805              19.980000
Y01080403011409               6.610000
Y01080403011310              13.170000
Y01080403011211               2.170000
Y01080403011013               7.720000
Y01080403010815               1.490000
Y01080403010716              41.860000
Y01080403010419             127.000000
Y01080403023000              32.670000
Y01080403022700               2.730000
Y01080403022600               2.520000
Y01080403022400               2.860000
Y01080403022201               8.520000
Y01080403022102               1.020000
Y01080403022003               9.850000
Y01080403021904             107.100000
Y01080403021805               1.970000
Y01080403021508              82.580000
Y01080403021310               9.940000
Y01080403021211               3.750000
Y01080403021013              28.030000
Y01080403020716               3.470000
Y01080403020617               1.000000
Y01080403020419               3.580000
Y01080403020320               1.370000
Y01080403020221               2.270000
Y01080403033000               1.769000
Y01080403032900               0.756800
Y01080403032800              18.260000
Y01080403032700               0.970000
Y01080403032300               2.450000
Y01080403032201               1.040000
Y01080403032102              46.050000
Y01080403031904               4.760000
Y01080403073000              17.070000
Y01080403072700               8.450000
Y01080403072600              12.530000
Y01080403071610               5.510000
Y01080403071412               5.070000
Y01080403071313              21.160000
Y01080403071214              22.150000
Y01080403071016              30.210000
Y01080403070224             196.900000
Y01080403070125              20.470000
Y01080403083000              21.830000
Y01080403082700               1.750000
Y01080403082303               1.250000
Y01080403082006               6.650000
Y01080403081709              38.350000
Y01080403081610              91.900000
Y01080403081511              39.060000
Y01080403081412               3.560000
Y01080403080620               9.680000
Y01080403080323              98.370000
Y01080403080224              45.070000
Y01080403093000               7.770000
Y01080403092700               1.350000
Y01080403092600               0.490000
Y01080403092303               0.500000
Y01080403092204               0.210000
Y01080403091412               5.110000
Y01080403103000              44.780000
Y01080403102800               0.660000
Y01080403102700              29.060000
Y01080403102501               0.580000
Y01080403102402               1.180000
Y01080403102303               3.920000
Y01080403102204               9.360000
Y01080403102105             142.000000
Y01080403102006               4.620000
Y01080403101907               1.750000
Y01080403101808               2.490000
Y01080403101709               1.090000
Y01080403101610               2.700000
Y01080403101511               1.020000
Y01080403101115               2.800000
Y01080403100917             110.700000
Y01080403112000               6.560000
Y01080403111900               0.320000
Y01080403111404               2.210000
Y01080403111206               2.970000
Y01080403111107               2.970000
Y01080403111008               2.740000
Y01080403110513               9.440000
Y01080403110414              23.300000
Y01080403110117             124.000000
Y01080403122000               0.470000
Y01080403121800               6.630000
Y01080403121404              19.640000
Y01080403121305             227.600000
Y01080403121206              32.610000
Y01080403121107              51.970000
Y01080403121008               1.500000
Y01080403120909              21.090000
Y01080403120612             115.500000
Y01080403120513             380.400000
Y01080403120414             553.800000
Y01080403120315             132.700000
Y01080403120216              40.180000
Y01080403120117              79.550000
Y01080404013000              38.650000
Y01080404012900               3.705000
Y01080404012500               0.720000
Y01080404012400              37.790000
Y01080404012300              75.900000
Y01080404012201              11.700000
Y01080404012003               0.650000
Y01080404011904              34.310000
Y01080404011706              41.440000
Y01080404011409               0.420000
Y01080404011310              34.050000
Y01080404011211              12.330000
Y01080404011112               7.830000
Y01080404010815             243.400000
Y01080404010716              46.150000
Y01080404010419              96.780000
Y01080404010320              41.960000
Y01080404023000              21.210000
Y01080404022800               1.000000
Y01080404022600               5.400000
Y01080404022400               5.050000
Y01080404021805               1.460000
Y01080404021508              42.240000
Y01080404021409              64.050000
Y01080404021310              83.290000
Y01080404021013               1.990000
Y01080404020914              10.660000
Y01080404020716              15.580000
Y01080404020617               6.590000
Y01080404020320             181.400000
Y01080404020221               4.910000
Y01080404020122               7.520000
Y01080404033000               3.608000
Y01080404032500               1.490000
Y01080404032400               0.260000
Y01080404032300              67.170000
Y01080404032102               0.640000
Y01080404031904               5.770000
Y01080404073000              10.940000
Y01080404071907              26.180000
Y01080404071808              53.220000
Y01080404083000              59.690000
Y01080404081808               0.360000
Y01080404080323               2.230000
Y01080404080125              91.280000
Y01080404093000               4.972000
Y01080404092600               2.580000
Y01080404103000              32.600000
Y01080404102800               0.410000
Y01080404102303               0.790000
Y01080404112000               4.410000
Y01080404111900               0.180000
Y01080404111800               3.980000
Y01080404111602              11.160000
Y01080404111404              61.860000
Y01080404111305              26.580000
Y01080404111206              25.920000
Y01080404111107               7.200000
Y01080404110810              11.730000
Y01080404110612               0.780000
Y01080404110414              36.830000
Y01080404110216              14.340000
Y01080404110117              68.490000
Y01080404122000               6.160000
Y01080404121800               2.420000
Y01080404121602              59.180000
Y01080404121503               2.680000
Y01080404121404              28.740000
Y01080404121305              23.550000
Y01080404121206             289.800000
Y01080404121107               7.160000
Y01080404120909               2.040000
Y01080404120612               3.460000
Y01080404120315             232.800000
Y01080404120216              17.910000
Y01080404120117              30.250000
Y01080501013000               4.057000
Y01080501012900               4.585000
Y01080501012500               8.540000
Y01080501012400              19.380000
Y01080501012300               2.900000
Y01080501012201              18.520000
Y01080501012102              11.150000
Y01080501012003              45.760000
Y01080501011904               0.270000
Y01080501011805              33.460000
Y01080501011706               3.300000
Y01080501011607               0.520000
Y01080501011508              21.270000
Y01080501011409               0.220000
Y01080501011310              71.600000
Y01080501010815             175.300000
Y01080501010716               1.010000
Y01080501010518              20.680000
Y01080501010221              60.710000
Y01080501010122              35.450000
Y01080501023000               3.194000
Y01080501022500               4.760000
Y01080501022300               1.040000
Y01080501022201               2.740000
Y01080501022102               1.060000
Y01080501022003              23.980000
Y01080501021805               4.340000
Y01080501021706              26.280000
Y01080501021607              40.510000
Y01080501021508             124.900000
Y01080501021409              91.000000
Y01080501021310             299.400000
Y01080501021211              86.690000
Y01080501021112             109.200000
Y01080501020914             135.600000
Y01080501020617               5.090000
Y01080501020518              32.700000
Y01080501020320               3.280000
Y01080501020122               3.660000
Y01080501033000               2.288000
Y01080501032800               0.720000
Y01080501032700               1.710000
Y01080501032500               0.410000
Y01080501032300               5.090000
Y01080501032201               0.690000
Y01080501032102               0.580000
Y01080501032003               7.420000
Y01080501031805              30.260000
Y01080501031607             160.000000
Y01080501031310               0.820000
Y01080501072600               5.310000
Y01080501072303               2.400000
Y01080501072204              76.720000
Y01080501072105             526.000000
Y01080501072006             372.500000
Y01080501071907               2.890000
Y01080501071709              35.950000
Y01080501082900               2.446000
Y01080501082700               8.180000
Y01080501082600               0.120000
Y01080501082501               0.240000
Y01080501082402              30.100000
Y01080501082303              58.110000
Y01080501082204               9.350000
Y01080501082105             121.000000
Y01080501082006             168.400000
Y01080501081907             102.200000
Y01080501081808             594.200000
Y01080501081709             240.600000
Y01080501081610             192.400000
Y01080501081511             242.000000
Y01080501081313               1.720000
Y01080501081214              90.560000
Y01080501081115               6.730000
Y01080501081016             257.100000
Y01080501080917             305.100000
Y01080501080818             318.500000
Y01080501080719              88.030000
Y01080501080620             475.200000
Y01080501092600               0.430000
Y01080501092501               4.820000
Y01080501092303               0.160000
Y01080501092105             122.900000
Y01080501091907             115.200000
Y01080501091808             211.900000
Y01080501091709              55.580000
Y01080501091610               2.290000
Y01080501091412              50.100000
Y01080501091214              52.740000
Y01080501090917             171.700000
Y01080501090818              34.780000
Y01080501090521              11.920000
Y01080501090422             626.000000
Y01080501090323             770.500000
Y01080501090224             244.800000
Y01080501090125             586.400000
Y01080501102700               7.380000
Y01080501102600               0.100000
Y01080501102303              23.150000
Y01080501102204             105.600000
Y01080501102105             343.000000
Y01080501102006             146.900000
Y01080501101907             253.900000
Y01080501101808             493.400000
Y01080501101709             471.700000
Y01080501101610              90.710000
Y01080501101511             185.600000
Y01080501101412             163.600000
Y01080501101313               0.910000
Y01080501101115              10.660000
Y01080501101016              25.360000
Y01080501100917               5.250000
Y01080501112000              27.300000
Y01080501111800               8.980000
Y01080501111602               3.820000
Y01080501111503               1.990000
Y01080501111404               1.890000
Y01080501111305               2.470000
Y01080501111107             174.500000
Y01080501111008              48.400000
Y01080501110909             148.900000
Y01080501110810              68.550000
Y01080501110711             129.100000
Y01080501110315              72.250000
Y01080501110216             453.400000
Y01080501110117              57.860000
Y01080501122000             513.600000
Y01080501121900             448.500000
Y01080501121800               6.940000
Y01080501121701              23.390000
Y01080501121602               0.110000
Y01080501121503             132.800000
Y01080501121107               7.080000
Y01080501120909               8.700000
Y01080501120810             224.300000
Y01080501120711              23.090000
Y01080501120612              65.870000
Y01080501120513               9.700000
Y01080501120414              10.700000
Y01080501120315              31.040000
Y01080501120216              61.810000
Y01080501120117             168.600000
Y01080502013000              10.400000
Y01080502012900               1.593000
Y01080502012700               4.200000
Y01080502012600               0.280000
Y01080502012500               1.160000
Y01080502012400               0.080000
Y01080502012300               2.420000
Y01080502012201              93.590000
Y01080502012102              28.480000
Y01080502012003             180.300000
Y01080502011904              91.150000
Y01080502011805               8.570000
Y01080502011706               0.500000
Y01080502011607              94.050000
Y01080502011508               2.130000
Y01080502011409              19.250000
Y01080502011310              61.200000
Y01080502011211               2.850000
Y01080502011112              13.830000
Y01080502011013               4.800000
Y01080502010914              16.440000
Y01080502010815             118.100000
Y01080502010518             554.200000
Y01080502010419             312.900000
Y01080502010320              28.500000
Y01080502010122             136.300000
Y01080502023000               1.945000
Y01080502022900               6.186000
Y01080502022800               6.160000
Y01080502022700               2.350000
Y01080502022500               5.570000
Y01080502022400               3.260000
Y01080502022200              80.930000
Y01080502022101             113.600000
Y01080502022002             266.900000
Y01080502021903             222.600000
Y01080502021804              58.510000
Y01080502021705             777.400000
Y01080502021606             752.600000
Y01080502021507              23.910000
Y01080502021408             535.200000
Y01080502021309             160.100000
Y01080502021210              70.620000
Y01080502021012             188.800000
Y01080502020913             514.900000
Y01080502020814              67.490000
Y01080502020715             174.800000
Y01080502020616               6.390000
Y01080502020517               6.350000
Y01080502020418             695.700000
Y01080502020319              38.390000
Y01080502020220             278.100000
Y01080502020121             133.100000
Y01080502033000               1.250000
Y01080502032900               0.114400
Y01080502032800               1.590000
Y01080502032700               0.680000
Y01080502032400              10.020000
Y01080502032300              11.750000
Y01080502032201              22.080000
Y01080502032102              61.270000
Y01080502032003             227.800000
Y01080502031904              35.910000
Y01080502031805             146.600000
Y01080502031706             202.700000
Y01080502031112               0.700000
Y01080502073000               1.778000
Y01080502072800               7.430000
Y01080502072600               0.140000
Y01080502072303               5.440000
Y01080502072204             144.900000
Y01080502072105             745.100000
Y01080502072006             403.900000
Y01080502071907              31.950000
Y01080502071808              25.240000
Y01080502071709              31.860000
Y01080502083000               3.476000
Y01080502082900              20.680000
Y01080502082700               1.790000
Y01080502082600               7.050000
Y01080502082501               0.520000
Y01080502082402              18.880000
Y01080502082303               1.170000
Y01080502082204             186.500000
Y01080502081907             819.100000
Y01080502081808             331.400000
Y01080502081709             156.800000
Y01080502081610             175.200000
Y01080502081511             140.000000
Y01080502081214              68.940000
Y01080502080818             168.700000
Y01080502080719             536.900000
Y01080502080620             126.900000
Y01080502080521             180.100000
Y01080502080224              26.560000
Y01080502080125             176.700000
Y01080502093000               0.316800
Y01080502092900               0.545600
Y01080502092600               0.680000
Y01080502092006               1.850000
Y01080502091709               6.020000
Y01080502102700               2.920000
Y01080502102303               6.700000
Y01080502102204               3.110000
Y01080502102105             144.300000
Y01080502102006             130.900000
Y01080502101907             137.400000
Y01080502101808             154.800000
Y01080502101709             425.300000
Y01080502101610              32.000000
Y01080502101412               8.250000
Y01080502101214              47.040000
Y01080502101115              58.930000
Y01080502100917              11.980000
Y01080502100818               6.640000
Y01080502100719              61.430000
Y01080502100620               1.020000
Y01080502100521               6.340000
Y01080502100422              73.920000
Y01080502100323             276.500000
Y01080502100224             238.400000
Y01080502100125             473.500000
Y01080502110810               2.990000
Y01080502122000             140.800000
Y01080502121206              18.480000
Y01080502121107               4.100000
Y01080502121008              38.120000
Y01080503013000              38.580000
Y01080503012900               0.686400
Y01080503012800              18.000000
Y01080503012600               4.060000
Y01080503012500               7.280000
Y01080503012400               6.180000
Y01080503012300              80.220000
Y01080503012201              52.740000
Y01080503012102             141.300000
Y01080503012003             149.500000
Y01080503011904             435.200000
Y01080503011805             438.400000
Y01080503011706              50.680000
Y01080503011607             594.000000
Y01080503011508              67.860000
Y01080503011409             450.000000
Y01080503011310             348.400000
Y01080503011211             168.900000
Y01080503011112             121.700000
Y01080503011013              50.090000
Y01080503010914              27.820000
Y01080503010815              47.210000
Y01080503010716              53.060000
Y01080503010617               1.220000
Y01080503010518             751.000000
Y01080503010320              61.760000
Y01080503010221             169.800000
Y01080503010122             894.800000
Y01080503023000               3.722000
Y01080503022900               1.470000
Y01080503022800               5.020000
Y01080503022700               1.970000
Y01080503022600               9.830000
Y01080503022500               1.500000
Y01080503022300              12.550000
Y01080503022201              78.810000
Y01080503022102             233.800000
Y01080503022003             749.500000
Y01080503021904             625.600000
Y01080503021805             917.300000
Y01080503021706             515.500000
Y01080503021607             496.300000
Y01080503021508             111.900000
Y01080503021409             141.900000
Y01080503021310              81.160000
Y01080503021211              62.870000
Y01080503021013             364.100000
Y01080503020914             181.100000
Y01080503020815             500.100000
Y01080503020716             538.300000
Y01080503020617             403.500000
Y01080503020518              96.960000
Y01080503020419            1370.000000
Y01080503020320              93.730000
Y01080503020221             734.200000
Y01080503020122             649.600000
Y01080503033000               5.694000
Y01080503032800              21.230000
Y01080503032700               5.930000
Y01080503032300              10.430000
Y01080503032201              25.930000
Y01080503032102              53.210000
Y01080503032003             446.500000
Y01080503031904             147.600000
Y01080503031805              66.620000
Y01080503031706             177.700000
Y01080503031508              17.700000
Y01080503031409               4.820000
Y01080503031112               1.990000
Y01080503031013              10.730000
Y01080503030716               2.020000
Y01080503030419               1.890000
Y01080503073000               0.765600
Y01080503072700               6.880000
Y01080503072600               6.990000
Y01080503072501               2.450000
Y01080503072204              60.040000
Y01080503072105               2.230000
Y01080503072006             376.300000
Y01080503071907             119.500000
Y01080503071511              58.470000
Y01080503071214              19.390000
Y01080503070125             141.400000
Y01080503083000              46.990000
Y01080503082700              15.880000
Y01080503082402              22.420000
Y01080503081907             246.100000
Y01080503081808              61.420000
Y01080503081709              79.270000
Y01080503081610              68.490000
Y01080503081511              53.430000
Y01080503081214              10.950000
Y01080503080818               3.570000
Y01080503080719               6.170000
Y01080503080620               5.070000
Y01080503080521              31.190000
Y01080503080323              12.410000
Y01080503080125             417.000000
Y01080503092402               0.530000
Y01080503092204               0.660000
Y01080503092105               0.410000
Y01080503092006               3.780000
Y01080503091313               0.800000
Y01080503103000               4.365000
Y01080503102800               6.500000
Y01080503102700              12.660000
Y01080503102303               2.750000
Y01080503102204               7.160000
Y01080503102105              18.910000
Y01080503102006              20.160000
Y01080503101907              31.880000
Y01080503101808              16.280000
Y01080503101709               3.330000
Y01080503101610              26.880000
Y01080503101412             331.700000
Y01080503101313               3.820000
Y01080503101016             230.500000
Y01080503100917             747.900000
Y01080503100521               4.400000
Y01080503100422              53.070000
Y01080503100323              17.370000
Y01080503100224               2.760000
Y01080503112000               2.410000
Y01080503111503              32.580000
Y01080503111107               3.460000
Y01080503122000              85.490000
Y01080503121107              20.440000
Y01080504013000              50.780000
Y01080504012900               7.304000
Y01080504012800              49.920000
Y01080504012700              27.370000
Y01080504012600              21.170000
Y01080504012500               8.170000
Y01080504012400              56.540000
Y01080504012300              19.280000
Y01080504012201             271.800000
Y01080504012102             997.500000
Y01080504012003             682.500000
Y01080504011904             243.200000
Y01080504011805             547.600000
Y01080504011706             921.500000
Y01080504011607            1277.000000
Y01080504011508             138.000000
Y01080504011409             608.800000
Y01080504011310            1842.000000
Y01080504011211            1572.000000
Y01080504011112            1458.000000
Y01080504011013             465.200000
Y01080504010914             789.800000
Y01080504010815             853.200000
Y01080504010716             385.500000
Y01080504010617             146.300000
Y01080504010518            1408.000000
Y01080504010419             881.700000
Y01080504010320             613.600000
Y01080504010221             100.600000
Y01080504010122             822.800000
Y01080504023000              26.950000
Y01080504022900              73.310000
Y01080504022800              21.460000
Y01080504022700               3.190000
Y01080504022600               0.940000
Y01080504022500              73.370000
Y01080504022400             126.900000
Y01080504022300              58.380000
Y01080504022201             105.200000
Y01080504022102             195.800000
Y01080504022003            1376.000000
Y01080504021904             362.200000
Y01080504021805             356.400000
Y01080504021706             322.100000
Y01080504021607             658.600000
Y01080504021508             638.200000
Y01080504021409             431.300000
Y01080504021310             133.500000
Y01080504021211             553.800000
Y01080504021112             335.000000
Y01080504021013            1612.000000
Y01080504020914            1746.000000
Y01080504020815             784.800000
Y01080504020716            1037.000000
Y01080504020617             903.400000
Y01080504020518             955.100000
Y01080504020419            1043.000000
Y01080504020320            3871.000000
Y01080504020221            1488.000000
Y01080504020122            1876.000000
Y01080504033000              20.770000
Y01080504032900               6.010000
Y01080504032800               7.230000
Y01080504032700               0.190000
Y01080504032500               4.630000
Y01080504032400               5.550000
Y01080504032300             121.400000
Y01080504032201             111.000000
Y01080504032102             242.300000
Y01080504032003             661.400000
Y01080504031904               2.320000
Y01080504031805               1.030000
Y01080504031706              11.570000
Y01080504031607               0.200000
Y01080504031310               1.230000
Y01080504031211               5.600000
Y01080504031112              20.320000
Y01080504031013               6.100000
Y01080504030914               0.300000
Y01080504030815               0.790000
Y01080504030419               4.320000
Y01080504030122              13.310000
