PROPIETARIO,REGION,ZONA,SITIO,MANEJO,PERIODOPLANTACION,FACTOR
1,14,9,1,6,-30,0.846584009
1,14,9,1,6,-29,0.846584009
1,14,9,1,6,-28,0.846584009
1,14,9,1,6,-27,0.846584009
1,14,9,1,6,-26,0.846584009
1,14,9,1,6,-25,0.846584009
1,14,9,1,6,-24,0.846584009
1,14,9,1,6,-23,0.846584009
1,14,9,1,6,-22,0.846584009
1,14,9,1,6,-21,0.846584009
1,14,9,1,6,-20,0.846584009
1,14,9,1,6,-19,0.940648899
1,14,9,1,6,-18,0.940648899
1,14,9,1,6,-17,0.940648899
1,14,9,1,6,-16,0.940648899
1,14,9,1,6,-15,0.940648899
1,14,9,1,6,-14,0.940648899
1,14,9,1,6,-13,0.940648899
1,14,9,1,6,-12,0.940648899
1,14,9,1,6,-11,0.940648899
1,14,9,1,6,-10,0.940648899
1,14,9,1,6,-9,0.940648899
1,14,9,1,6,-8,0.940648899
1,14,9,1,6,-7,0.940648899
1,14,9,1,6,-6,0.940648899
1,14,9,1,6,-5,0.940648899
1,14,9,1,6,-4,0.940648899
1,14,9,1,6,-3,0.940648899
1,14,9,1,6,-2,0.940648899
1,14,9,1,6,-1,0.940648899
1,14,9,1,9,-20,0.846186962
1,14,9,1,9,-19,0.940207735
1,14,9,1,9,-18,0.940207735
1,14,9,1,9,-17,0.940207735
1,14,9,1,9,-16,0.940207735
1,14,9,1,9,-15,0.940207735
1,14,9,1,9,-13,0.940207735
1,14,9,1,9,-12,0.940207735
1,14,9,1,9,-11,0.940207735
1,14,9,1,9,-8,0.940207735
1,14,9,1,9,-6,0.940207735
1,14,9,1,10,-20,0.846202596
1,14,9,1,10,-19,0.940225107
1,14,9,1,10,-18,0.940225107
1,14,9,1,10,-17,0.940225107
1,14,9,1,10,-16,0.940225107
1,14,9,1,10,-15,0.940225107
1,14,9,1,10,-14,0.940225107
1,14,9,1,10,-13,0.940225107
1,14,9,1,10,-12,0.940225107
1,14,9,1,10,-11,0.940225107
1,14,9,1,10,-10,0.940225107
1,14,9,1,10,-9,0.940225107
1,14,9,1,10,-8,0.940225107
1,14,9,1,10,-7,0.940225107
1,14,9,1,10,-6,0.940225107
1,14,9,1,10,-4,0.940225107
1,14,9,1,10,-3,0.940225107
1,14,9,1,10,-2,0.940225107
1,14,9,1,10,-1,0.940225107
1,14,9,1,11,-6,0.940220639
1,14,9,1,11,-5,0.940220639
1,14,9,1,11,-4,0.940220639
1,14,9,1,11,-3,0.940220639
1,14,9,1,11,-2,0.940220639
1,14,9,1,11,-1,0.940220639
1,14,9,2,1,-30,0.846584009
1,14,9,2,1,-29,0.846584009
1,14,9,2,1,-28,0.846584009
1,14,9,2,1,-27,0.846584009
1,14,9,2,1,-26,0.846584009
1,14,9,2,1,-25,0.846584009
1,14,9,2,1,-24,0.846584009
1,14,9,2,1,-23,0.846584009
1,14,9,2,1,-22,0.846584009
1,14,9,2,1,-21,0.846584009
1,14,9,2,1,-20,0.846584009
1,14,9,2,1,-19,0.940648899
1,14,9,2,1,-18,0.940648899
1,14,9,2,1,-17,0.940648899
1,14,9,2,1,-16,0.940648899
1,14,9,2,1,-15,0.940648899
1,14,9,2,1,-14,0.940648899
1,14,9,2,1,-13,0.940648899
1,14,9,2,1,-12,0.940648899
1,14,9,2,1,-11,0.940648899
1,14,9,2,1,-10,0.940648899
1,14,9,2,1,-9,0.940648899
1,14,9,2,1,-8,0.940648899
1,14,9,2,1,-7,0.940648899
1,14,9,2,1,-6,0.940648899
1,14,9,2,1,-5,0.940648899
1,14,9,2,1,-4,0.940648899
1,14,9,2,1,-3,0.940648899
1,14,9,2,1,-2,0.940648899
1,14,9,2,1,-1,0.940648899
1,14,9,2,2,-30,0.846584009
1,14,9,2,2,-28,0.846584009
1,14,9,2,2,-26,0.846584009
1,14,9,2,2,-25,0.846584009
1,14,9,2,2,-24,0.846584009
1,14,9,2,2,-22,0.846584009
1,14,9,2,2,-20,0.846584009
1,14,9,2,2,-19,0.940648899
1,14,9,2,2,-15,0.940648899
1,14,9,2,2,-10,0.940648899
1,14,9,2,3,-30,0.846584009
1,14,9,2,3,-28,0.846584009
1,14,9,2,3,-27,0.846584009
1,14,9,2,3,-26,0.846584009
1,14,9,2,3,-25,0.846584009
1,14,9,2,3,-24,0.846584009
1,14,9,2,3,-23,0.846584009
1,14,9,2,3,-22,0.846584009
1,14,9,2,3,-20,0.846584009
1,14,9,2,3,-17,0.940648899
1,14,9,2,3,-16,0.940648899
1,14,9,2,3,-15,0.940648899
1,14,9,2,3,-14,0.940648899
1,14,9,2,3,-13,0.940648899
1,14,9,2,3,-12,0.940648899
1,14,9,2,3,-11,0.940648899
1,14,9,2,3,-10,0.940648899
1,14,9,2,3,-9,0.940648899
1,14,9,2,3,-8,0.940648899
1,14,9,2,3,-7,0.940648899
1,14,9,2,4,-30,0.846584009
1,14,9,2,4,-29,0.846584009
1,14,9,2,4,-27,0.846584009
1,14,9,2,4,-25,0.846584009
1,14,9,2,4,-20,0.846584009
1,14,9,2,4,-17,0.940648899
1,14,9,2,4,-16,0.940648899
1,14,9,2,4,-14,0.940648899
1,14,9,2,4,-12,0.940648899
1,14,9,2,4,-10,0.940648899
1,14,9,2,4,-8,0.940648899
1,14,9,2,5,-30,0.846584009
1,14,9,2,5,-29,0.846584009
1,14,9,2,5,-28,0.846584009
1,14,9,2,5,-27,0.846584009
1,14,9,2,5,-26,0.846584009
1,14,9,2,5,-25,0.846584009
1,14,9,2,5,-24,0.846584009
1,14,9,2,5,-23,0.846584009
1,14,9,2,5,-22,0.846584009
1,14,9,2,5,-21,0.846584009
1,14,9,2,5,-20,0.846584009
1,14,9,2,5,-19,0.940648899
1,14,9,2,5,-18,0.940648899
1,14,9,2,5,-17,0.940648899
1,14,9,2,5,-16,0.940648899
1,14,9,2,5,-15,0.940648899
1,14,9,2,5,-14,0.940648899
1,14,9,2,5,-13,0.940648899
1,14,9,2,5,-12,0.940648899
1,14,9,2,5,-11,0.940648899
1,14,9,2,5,-10,0.940648899
1,14,9,2,5,-9,0.940648899
1,14,9,2,5,-8,0.940648899
1,14,9,2,5,-7,0.940648899
1,14,9,2,5,-6,0.940648899
1,14,9,2,5,-5,0.940648899
1,14,9,2,6,-30,0.846584009
1,14,9,2,6,-29,0.846584009
1,14,9,2,6,-28,0.846584009
1,14,9,2,6,-27,0.846584009
1,14,9,2,6,-26,0.846584009
1,14,9,2,6,-25,0.846584009
1,14,9,2,6,-24,0.846584009
1,14,9,2,6,-23,0.846584009
1,14,9,2,6,-22,0.846584009
1,14,9,2,6,-21,0.846584009
1,14,9,2,6,-20,0.846584009
1,14,9,2,6,-19,0.940648899
1,14,9,2,6,-18,0.940648899
1,14,9,2,6,-17,0.940648899
1,14,9,2,6,-16,0.940648899
1,14,9,2,6,-14,0.940648899
1,14,9,2,6,-13,0.940648899
1,14,9,2,6,-12,0.940648899
1,14,9,2,6,-11,0.940648899
1,14,9,2,6,-10,0.940648899
1,14,9,2,6,-9,0.940648899
1,14,9,2,6,-8,0.940648899
1,14,9,2,6,-7,0.940648899
1,14,9,2,6,-6,0.940648899
1,14,9,2,6,-5,0.940648899
1,14,9,2,6,-4,0.940648899
1,14,9,2,6,-3,0.940648899
1,14,9,2,6,-2,0.940648899
1,14,9,2,6,-1,0.940648899
1,14,9,2,9,-20,0.846186962
1,14,9,2,9,-16,0.940207735
1,14,9,2,9,-15,0.940207735
1,14,9,2,9,-14,0.940207735
1,14,9,2,9,-11,0.940207735
1,14,9,2,9,-9,0.940207735
1,14,9,2,9,-8,0.940207735
1,14,9,2,9,-7,0.940207735
1,14,9,2,9,-6,0.940207735
1,14,9,2,10,-20,0.846202596
1,14,9,2,10,-19,0.940225107
1,14,9,2,10,-18,0.940225107
1,14,9,2,10,-17,0.940225107
1,14,9,2,10,-16,0.940225107
1,14,9,2,10,-15,0.940225107
1,14,9,2,10,-14,0.940225107
1,14,9,2,10,-13,0.940225107
1,14,9,2,10,-12,0.940225107
1,14,9,2,10,-11,0.940225107
1,14,9,2,10,-10,0.940225107
1,14,9,2,10,-9,0.940225107
1,14,9,2,10,-8,0.940225107
1,14,9,2,10,-7,0.940225107
1,14,9,2,10,-6,0.940225107
1,14,9,2,10,-5,0.940225107
1,14,9,2,10,-4,0.940225107
1,14,9,2,10,-3,0.940225107
1,14,9,2,10,-2,0.940225107
1,14,9,2,10,-1,0.940225107
1,14,9,2,11,-3,0.940220639
1,14,9,2,11,-2,0.940220639
1,14,9,2,11,-1,0.940220639
1,14,9,3,1,-30,0.846584009
1,14,9,3,1,-29,0.846584009
1,14,9,3,1,-27,0.846584009
1,14,9,3,1,-26,0.846584009
1,14,9,3,1,-24,0.846584009
1,14,9,3,1,-23,0.846584009
1,14,9,3,1,-22,0.846584009
1,14,9,3,1,-21,0.846584009
1,14,9,3,1,-20,0.846584009
1,14,9,3,1,-19,0.940648899
1,14,9,3,1,-18,0.940648899
1,14,9,3,1,-17,0.940648899
1,14,9,3,1,-16,0.940648899
1,14,9,3,1,-15,0.940648899
1,14,9,3,1,-14,0.940648899
1,14,9,3,1,-13,0.940648899
1,14,9,3,1,-12,0.940648899
1,14,9,3,1,-11,0.940648899
1,14,9,3,1,-10,0.940648899
1,14,9,3,1,-9,0.940648899
1,14,9,3,1,-8,0.940648899
1,14,9,3,1,-7,0.940648899
1,14,9,3,1,-6,0.940648899
1,14,9,3,1,-5,0.940648899
1,14,9,3,1,-4,0.940648899
1,14,9,3,1,-3,0.940648899
1,14,9,3,1,-2,0.940648899
1,14,9,3,1,-1,0.940648899
1,14,9,3,2,-26,0.846584009
1,14,9,3,2,-25,0.846584009
1,14,9,3,2,-23,0.846584009
1,14,9,3,2,-22,0.846584009
1,14,9,3,2,-21,0.846584009
1,14,9,3,2,-18,0.940648899
1,14,9,3,2,-17,0.940648899
1,14,9,3,2,-16,0.940648899
1,14,9,3,2,-15,0.940648899
1,14,9,3,3,-30,0.846584009
1,14,9,3,3,-29,0.846584009
1,14,9,3,3,-27,0.846584009
1,14,9,3,3,-25,0.846584009
1,14,9,3,3,-24,0.846584009
1,14,9,3,3,-23,0.846584009
1,14,9,3,3,-21,0.846584009
1,14,9,3,3,-20,0.846584009
1,14,9,3,3,-18,0.940648899
1,14,9,3,3,-17,0.940648899
1,14,9,3,3,-16,0.940648899
1,14,9,3,3,-15,0.940648899
1,14,9,3,3,-14,0.940648899
1,14,9,3,3,-13,0.940648899
1,14,9,3,3,-11,0.940648899
1,14,9,3,3,-9,0.940648899
1,14,9,3,3,-8,0.940648899
1,14,9,3,3,-7,0.940648899
1,14,9,3,4,-30,0.846584009
1,14,9,3,4,-28,0.846584009
1,14,9,3,4,-23,0.846584009
1,14,9,3,4,-22,0.846584009
1,14,9,3,4,-20,0.846584009
1,14,9,3,4,-17,0.940648899
1,14,9,3,4,-16,0.940648899
1,14,9,3,4,-15,0.940648899
1,14,9,3,4,-13,0.940648899
1,14,9,3,4,-10,0.940648899
1,14,9,3,4,-9,0.940648899
1,14,9,3,4,-8,0.940648899
1,14,9,3,4,-7,0.940648899
1,14,9,3,5,-30,0.846584009
1,14,9,3,5,-29,0.846584009
1,14,9,3,5,-28,0.846584009
1,14,9,3,5,-27,0.846584009
1,14,9,3,5,-26,0.846584009
1,14,9,3,5,-25,0.846584009
1,14,9,3,5,-24,0.846584009
1,14,9,3,5,-23,0.846584009
1,14,9,3,5,-22,0.846584009
1,14,9,3,5,-21,0.846584009
1,14,9,3,5,-20,0.846584009
1,14,9,3,5,-19,0.940648899
1,14,9,3,5,-18,0.940648899
1,14,9,3,5,-17,0.940648899
1,14,9,3,5,-16,0.940648899
1,14,9,3,5,-15,0.940648899
1,14,9,3,5,-14,0.940648899
1,14,9,3,5,-13,0.940648899
1,14,9,3,5,-12,0.940648899
1,14,9,3,5,-11,0.940648899
1,14,9,3,5,-10,0.940648899
1,14,9,3,5,-9,0.940648899
1,14,9,3,5,-8,0.940648899
1,14,9,3,5,-7,0.940648899
1,14,9,3,5,-6,0.940648899
1,14,9,3,5,-4,0.940648899
1,14,9,3,6,-30,0.846584009
1,14,9,3,6,-29,0.846584009
1,14,9,3,6,-28,0.846584009
1,14,9,3,6,-27,0.846584009
1,14,9,3,6,-26,0.846584009
1,14,9,3,6,-25,0.846584009
1,14,9,3,6,-24,0.846584009
1,14,9,3,6,-23,0.846584009
1,14,9,3,6,-22,0.846584009
1,14,9,3,6,-21,0.846584009
1,14,9,3,6,-20,0.846584009
1,14,9,3,6,-19,0.940648899
1,14,9,3,6,-18,0.940648899
1,14,9,3,6,-17,0.940648899
1,14,9,3,6,-15,0.940648899
1,14,9,3,6,-14,0.940648899
1,14,9,3,6,-13,0.940648899
1,14,9,3,6,-11,0.940648899
1,14,9,3,6,-7,0.940648899
1,14,9,3,6,-4,0.940648899
1,14,9,3,6,-3,0.940648899
1,14,9,3,6,-2,0.940648899
1,14,9,3,6,-1,0.940648899
1,14,9,3,9,-20,0.846186962
1,14,9,3,9,-18,0.940207735
1,14,9,3,9,-17,0.940207735
1,14,9,3,9,-16,0.940207735
1,14,9,3,9,-15,0.940207735
1,14,9,3,9,-14,0.940207735
1,14,9,3,9,-11,0.940207735
1,14,9,3,9,-10,0.940207735
1,14,9,3,9,-8,0.940207735
1,14,9,3,9,-7,0.940207735
1,14,9,3,9,-6,0.940207735
1,14,9,3,9,-5,0.940207735
1,14,9,3,9,-4,0.940207735
1,14,9,3,10,-20,0.846202596
1,14,9,3,10,-19,0.940225107
1,14,9,3,10,-18,0.940225107
1,14,9,3,10,-17,0.940225107
1,14,9,3,10,-16,0.940225107
1,14,9,3,10,-15,0.940225107
1,14,9,3,10,-14,0.940225107
1,14,9,3,10,-13,0.940225107
1,14,9,3,10,-12,0.940225107
1,14,9,3,10,-11,0.940225107
1,14,9,3,10,-10,0.940225107
1,14,9,3,10,-9,0.940225107
1,14,9,3,10,-8,0.940225107
1,14,9,3,10,-7,0.940225107
1,14,9,3,10,-6,0.940225107
1,14,9,3,10,-5,0.940225107
1,14,9,3,10,-4,0.940225107
1,14,9,3,10,-3,0.940225107
1,14,9,3,10,-2,0.940225107
1,14,9,3,10,-1,0.940225107
1,14,9,3,11,-6,0.940220639
1,14,9,3,11,-5,0.940220639
1,14,9,3,11,-4,0.940220639
1,14,9,3,11,-3,0.940220639
1,14,9,3,11,-2,0.940220639
1,14,9,3,11,-1,0.940220639
1,14,9,4,1,-30,0.846584009
1,14,9,4,1,-29,0.846584009
1,14,9,4,1,-28,0.846584009
1,14,9,4,1,-27,0.846584009
1,14,9,4,1,-26,0.846584009
1,14,9,4,1,-25,0.846584009
1,14,9,4,1,-24,0.846584009
1,14,9,4,1,-23,0.846584009
1,14,9,4,1,-22,0.846584009
1,14,9,4,1,-21,0.846584009
1,14,9,4,1,-20,0.846584009
1,14,9,4,1,-19,0.940648899
1,14,9,4,1,-18,0.940648899
1,14,9,4,1,-17,0.940648899
1,14,9,4,1,-16,0.940648899
1,14,9,4,1,-15,0.940648899
1,14,9,4,1,-14,0.940648899
1,14,9,4,1,-13,0.940648899
1,14,9,4,1,-12,0.940648899
1,14,9,4,1,-11,0.940648899
1,14,9,4,1,-10,0.940648899
1,14,9,4,1,-9,0.940648899
1,14,9,4,1,-8,0.940648899
1,14,9,4,1,-7,0.940648899
1,14,9,4,1,-6,0.940648899
1,14,9,4,1,-5,0.940648899
1,14,9,4,1,-4,0.940648899
1,14,9,4,1,-3,0.940648899
1,14,9,4,1,-2,0.940648899
1,14,9,4,2,-30,0.846584009
1,14,9,4,2,-28,0.846584009
1,14,9,4,2,-24,0.846584009
1,14,9,4,2,-1,0.940648899
1,14,9,4,3,-30,0.846584009
1,14,9,4,3,-29,0.846584009
1,14,9,4,3,-28,0.846584009
1,14,9,4,3,-27,0.846584009
1,14,9,4,3,-26,0.846584009
1,14,9,4,3,-25,0.846584009
1,14,9,4,3,-24,0.846584009
1,14,9,4,3,-23,0.846584009
1,14,9,4,3,-21,0.846584009
1,14,9,4,3,-20,0.846584009
1,14,9,4,3,-19,0.940648899
1,14,9,4,3,-18,0.940648899
1,14,9,4,3,-17,0.940648899
1,14,9,4,3,-16,0.940648899
1,14,9,4,3,-15,0.940648899
1,14,9,4,3,-14,0.940648899
1,14,9,4,3,-12,0.940648899
1,14,9,4,3,-11,0.940648899
1,14,9,4,3,-10,0.940648899
1,14,9,4,3,-9,0.940648899
1,14,9,4,3,-8,0.940648899
1,14,9,4,3,-7,0.940648899
1,14,9,4,4,-30,0.846584009
1,14,9,4,4,-29,0.846584009
1,14,9,4,4,-28,0.846584009
1,14,9,4,4,-25,0.846584009
1,14,9,4,4,-24,0.846584009
1,14,9,4,4,-22,0.846584009
1,14,9,4,4,-20,0.846584009
1,14,9,4,4,-18,0.940648899
1,14,9,4,4,-17,0.940648899
1,14,9,4,4,-16,0.940648899
1,14,9,4,4,-15,0.940648899
1,14,9,4,4,-14,0.940648899
1,14,9,4,4,-10,0.940648899
1,14,9,4,4,-8,0.940648899
1,14,9,4,4,-7,0.940648899
1,14,9,4,5,-30,0.846584009
1,14,9,4,5,-29,0.846584009
1,14,9,4,5,-28,0.846584009
1,14,9,4,5,-27,0.846584009
1,14,9,4,5,-26,0.846584009
1,14,9,4,5,-25,0.846584009
1,14,9,4,5,-24,0.846584009
1,14,9,4,5,-23,0.846584009
1,14,9,4,5,-22,0.846584009
1,14,9,4,5,-21,0.846584009
1,14,9,4,5,-20,0.846584009
1,14,9,4,5,-19,0.940648899
1,14,9,4,5,-18,0.940648899
1,14,9,4,5,-17,0.940648899
1,14,9,4,5,-15,0.940648899
1,14,9,4,5,-14,0.940648899
1,14,9,4,5,-13,0.940648899
1,14,9,4,5,-12,0.940648899
1,14,9,4,5,-11,0.940648899
1,14,9,4,5,-10,0.940648899
1,14,9,4,5,-9,0.940648899
1,14,9,4,5,-8,0.940648899
1,14,9,4,5,-7,0.940648899
1,14,9,4,6,-30,0.846584009
1,14,9,4,6,-29,0.846584009
1,14,9,4,6,-28,0.846584009
1,14,9,4,6,-27,0.846584009
1,14,9,4,6,-25,0.846584009
1,14,9,4,6,-24,0.846584009
1,14,9,4,6,-23,0.846584009
1,14,9,4,6,-22,0.846584009
1,14,9,4,6,-21,0.846584009
1,14,9,4,6,-20,0.846584009
1,14,9,4,6,-19,0.940648899
1,14,9,4,6,-18,0.940648899
1,14,9,4,6,-17,0.940648899
1,14,9,4,6,-12,0.940648899
1,14,9,4,6,-11,0.940648899
1,14,9,4,6,-7,0.940648899
1,14,9,4,6,-4,0.940648899
1,14,9,4,6,-3,0.940648899
1,14,9,4,9,-20,0.846186962
1,14,9,4,9,-19,0.940207735
1,14,9,4,9,-18,0.940207735
1,14,9,4,9,-17,0.940207735
1,14,9,4,9,-16,0.940207735
1,14,9,4,9,-15,0.940207735
1,14,9,4,9,-14,0.940207735
1,14,9,4,9,-13,0.940207735
1,14,9,4,9,-12,0.940207735
1,14,9,4,9,-11,0.940207735
1,14,9,4,9,-10,0.940207735
1,14,9,4,9,-8,0.940207735
1,14,9,4,9,-7,0.940207735
1,14,9,4,9,-6,0.940207735
1,14,9,4,9,-5,0.940207735
1,14,9,4,9,-4,0.940207735
1,14,9,4,9,-1,0.940207735
1,14,9,4,10,-20,0.846202596
1,14,9,4,10,-19,0.940225107
1,14,9,4,10,-18,0.940225107
1,14,9,4,10,-17,0.940225107
1,14,9,4,10,-16,0.940225107
1,14,9,4,10,-15,0.940225107
1,14,9,4,10,-14,0.940225107
1,14,9,4,10,-13,0.940225107
1,14,9,4,10,-12,0.940225107
1,14,9,4,10,-11,0.940225107
1,14,9,4,10,-10,0.940225107
1,14,9,4,10,-9,0.940225107
1,14,9,4,10,-8,0.940225107
1,14,9,4,10,-7,0.940225107
1,14,9,4,10,-6,0.940225107
1,14,9,4,10,-5,0.940225107
1,14,9,4,10,-4,0.940225107
1,14,9,4,10,-3,0.940225107
1,14,9,4,10,-2,0.940225107
1,14,9,4,10,-1,0.940225107
1,14,9,4,11,-5,0.940220639
1,14,9,4,11,-4,0.940220639
1,14,9,4,11,-3,0.940220639
1,14,9,4,11,-2,0.940220639
1,14,9,4,11,-1,0.940220639
1,16,1,1,1,-27,0.838565373
1,16,1,1,1,-25,0.838565373
1,16,1,1,1,-23,0.838565373
1,16,1,1,1,-21,0.838565373
1,16,1,1,1,-17,0.931739303
1,16,1,1,1,-16,0.931739303
1,16,1,1,1,-15,0.931739303
1,16,1,1,1,-14,0.931739303
1,16,1,1,1,-13,0.931739303
1,16,1,1,1,-12,0.931739303
1,16,1,1,1,-10,0.931739303
1,16,1,1,1,-9,0.931739303
1,16,1,1,1,-8,0.931739303
1,16,1,1,1,-6,0.931739303
1,16,1,1,1,-5,0.931739303
1,16,1,1,1,-3,0.931739303
1,16,1,1,1,-2,0.931739303
1,16,1,1,2,-14,0.931739303
1,16,1,1,2,-5,0.931739303
1,16,1,1,3,-29,0.838565373
1,16,1,1,3,-18,0.931739303
1,16,1,1,3,-16,0.931739303
1,16,1,1,3,-15,0.931739303
1,16,1,1,4,-28,0.838565373
1,16,1,1,4,-27,0.838565373
1,16,1,1,4,-26,0.838565373
1,16,1,1,4,-23,0.838565373
1,16,1,1,4,-12,0.931739303
1,16,1,1,4,-10,0.931739303
1,16,1,1,4,-9,0.931739303
1,16,1,1,5,-30,0.838565373
1,16,1,1,5,-28,0.838565373
1,16,1,1,5,-26,0.838565373
1,16,1,1,5,-25,0.838565373
1,16,1,1,5,-24,0.838565373
1,16,1,1,5,-23,0.838565373
1,16,1,1,5,-22,0.838565373
1,16,1,1,5,-20,0.838565373
1,16,1,1,5,-19,0.931739303
1,16,1,1,5,-18,0.931739303
1,16,1,1,5,-16,0.931739303
1,16,1,1,5,-15,0.931739303
1,16,1,1,5,-14,0.931739303
1,16,1,1,5,-13,0.931739303
1,16,1,1,5,-11,0.931739303
1,16,1,1,5,-5,0.931739303
1,16,1,1,5,-3,0.931739303
1,16,1,1,6,-27,0.838565373
1,16,1,1,6,-26,0.838565373
1,16,1,1,6,-25,0.838565373
1,16,1,1,6,-23,0.838565373
1,16,1,1,6,-22,0.838565373
1,16,1,1,6,-19,0.931739303
1,16,1,1,6,-13,0.931739303
1,16,1,1,6,-9,0.931739303
1,16,1,1,6,-7,0.931739303
1,16,1,1,9,-19,0.936742296
1,16,1,1,9,-18,0.936742296
1,16,1,1,9,-17,0.936742296
1,16,1,1,9,-11,0.936742296
1,16,1,2,1,-29,0.838565373
1,16,1,2,1,-26,0.838565373
1,16,1,2,1,-23,0.838565373
1,16,1,2,1,-21,0.838565373
1,16,1,2,1,-20,0.838565373
1,16,1,2,1,-19,0.931739303
1,16,1,2,1,-18,0.931739303
1,16,1,2,1,-17,0.931739303
1,16,1,2,1,-16,0.931739303
1,16,1,2,1,-15,0.931739303
1,16,1,2,1,-14,0.931739303
1,16,1,2,1,-13,0.931739303
1,16,1,2,1,-12,0.931739303
1,16,1,2,1,-11,0.931739303
1,16,1,2,1,-10,0.931739303
1,16,1,2,1,-9,0.931739303
1,16,1,2,1,-8,0.931739303
1,16,1,2,1,-6,0.931739303
1,16,1,2,1,-5,0.931739303
1,16,1,2,1,-4,0.931739303
1,16,1,2,1,-3,0.931739303
1,16,1,2,1,-2,0.931739303
1,16,1,2,1,-1,0.931739303
1,16,1,2,2,-15,0.931739303
1,16,1,2,2,-14,0.931739303
1,16,1,2,2,-6,0.931739303
1,16,1,2,2,-4,0.931739303
1,16,1,2,2,-2,0.931739303
1,16,1,2,2,-1,0.931739303
1,16,1,2,3,-28,0.838565373
1,16,1,2,3,-27,0.838565373
1,16,1,2,3,-26,0.838565373
1,16,1,2,3,-23,0.838565373
1,16,1,2,3,-16,0.931739303
1,16,1,2,3,-15,0.931739303
1,16,1,2,4,-26,0.838565373
1,16,1,2,4,-23,0.838565373
1,16,1,2,4,-21,0.838565373
1,16,1,2,4,-19,0.931739303
1,16,1,2,4,-18,0.931739303
1,16,1,2,4,-17,0.931739303
1,16,1,2,4,-16,0.931739303
1,16,1,2,4,-15,0.931739303
1,16,1,2,4,-14,0.931739303
1,16,1,2,4,-12,0.931739303
1,16,1,2,4,-11,0.931739303
1,16,1,2,4,-10,0.931739303
1,16,1,2,4,-9,0.931739303
1,16,1,2,4,-8,0.931739303
1,16,1,2,4,-7,0.931739303
1,16,1,2,5,-30,0.838565373
1,16,1,2,5,-29,0.838565373
1,16,1,2,5,-28,0.838565373
1,16,1,2,5,-27,0.838565373
1,16,1,2,5,-26,0.838565373
1,16,1,2,5,-25,0.838565373
1,16,1,2,5,-24,0.838565373
1,16,1,2,5,-23,0.838565373
1,16,1,2,5,-22,0.838565373
1,16,1,2,5,-20,0.838565373
1,16,1,2,5,-19,0.931739303
1,16,1,2,5,-18,0.931739303
1,16,1,2,5,-17,0.931739303
1,16,1,2,5,-16,0.931739303
1,16,1,2,5,-15,0.931739303
1,16,1,2,5,-14,0.931739303
1,16,1,2,5,-13,0.931739303
1,16,1,2,5,-12,0.931739303
1,16,1,2,5,-4,0.931739303
1,16,1,2,5,-3,0.931739303
1,16,1,2,6,-30,0.838565373
1,16,1,2,6,-26,0.838565373
1,16,1,2,6,-25,0.838565373
1,16,1,2,6,-23,0.838565373
1,16,1,2,6,-20,0.838565373
1,16,1,2,6,-19,0.931739303
1,16,1,2,6,-17,0.931739303
1,16,1,2,6,-14,0.931739303
1,16,1,2,9,-20,0.843068067
1,16,1,2,9,-17,0.936742296
1,16,1,2,9,-8,0.936742296
1,16,1,2,9,-1,0.936742296
1,16,1,3,1,-30,0.838565373
1,16,1,3,1,-27,0.838565373
1,16,1,3,1,-26,0.838565373
1,16,1,3,1,-25,0.838565373
1,16,1,3,1,-24,0.838565373
1,16,1,3,1,-23,0.838565373
1,16,1,3,1,-22,0.838565373
1,16,1,3,1,-21,0.838565373
1,16,1,3,1,-20,0.838565373
1,16,1,3,1,-19,0.931739303
1,16,1,3,1,-18,0.931739303
1,16,1,3,1,-17,0.931739303
1,16,1,3,1,-16,0.931739303
1,16,1,3,1,-15,0.931739303
1,16,1,3,1,-13,0.931739303
1,16,1,3,1,-12,0.931739303
1,16,1,3,1,-10,0.931739303
1,16,1,3,1,-9,0.931739303
1,16,1,3,1,-8,0.931739303
1,16,1,3,1,-7,0.931739303
1,16,1,3,1,-6,0.931739303
1,16,1,3,1,-5,0.931739303
1,16,1,3,1,-4,0.931739303
1,16,1,3,1,-3,0.931739303
1,16,1,3,1,-2,0.931739303
1,16,1,3,1,-1,0.931739303
1,16,1,3,2,-16,0.931739303
1,16,1,3,2,-13,0.931739303
1,16,1,3,2,-5,0.931739303
1,16,1,3,2,-4,0.931739303
1,16,1,3,2,-3,0.931739303
1,16,1,3,2,-2,0.931739303
1,16,1,3,2,-1,0.931739303
1,16,1,3,3,-30,0.838565373
1,16,1,3,3,-29,0.838565373
1,16,1,3,3,-28,0.838565373
1,16,1,3,3,-27,0.838565373
1,16,1,3,3,-26,0.838565373
1,16,1,3,3,-25,0.838565373
1,16,1,3,3,-20,0.838565373
1,16,1,3,4,-26,0.838565373
1,16,1,3,4,-24,0.838565373
1,16,1,3,4,-23,0.838565373
1,16,1,3,4,-21,0.838565373
1,16,1,3,4,-20,0.838565373
1,16,1,3,4,-19,0.931739303
1,16,1,3,4,-18,0.931739303
1,16,1,3,4,-16,0.931739303
1,16,1,3,4,-15,0.931739303
1,16,1,3,4,-14,0.931739303
1,16,1,3,4,-12,0.931739303
1,16,1,3,4,-8,0.931739303
1,16,1,3,5,-30,0.838565373
1,16,1,3,5,-27,0.838565373
1,16,1,3,5,-26,0.838565373
1,16,1,3,5,-25,0.838565373
1,16,1,3,5,-24,0.838565373
1,16,1,3,5,-23,0.838565373
1,16,1,3,5,-20,0.838565373
