PROPIETARIO,REGION,ZONA,SITIO,MANEJO,PERIODOPLANTACION,SUPERFICIE
1,9,4,3,6,-6,35.21
1,9,4,3,6,-3,120.54
1,9,4,3,9,-20,0.68
1,9,4,3,9,-18,1.34
1,9,4,3,9,-17,75.19
1,9,4,3,9,-12,72.3
1,9,4,3,10,-20,295.3
1,9,4,3,10,-19,23.96
1,9,4,3,10,-18,361.53
1,9,4,3,10,-17,8.49
1,9,4,3,10,-16,14.67
1,9,4,3,10,-15,13.36
1,9,4,3,10,-13,187.49
1,9,4,3,10,-11,29.04
1,9,4,3,10,-10,471.92
1,9,4,3,10,-9,10.55
1,9,4,3,10,-7,4.22
1,9,4,3,10,-6,34.1
1,9,4,3,10,-5,61.25
1,9,4,3,10,-4,28.96
1,9,4,3,10,-3,444.48
1,9,4,3,10,-2,16.53
1,9,4,3,10,-1,114.43
1,9,4,4,1,-30,4.56
1,9,4,4,1,-29,6.39
1,9,4,4,1,-23,1.69
1,9,4,4,1,-22,0.52
1,9,4,4,1,-8,0.92
1,9,4,4,1,-7,16.11
1,9,4,4,1,-5,7
1,9,4,4,1,-1,88.31
1,9,4,4,2,-30,29.4
1,9,4,4,2,-28,1.58
1,9,4,4,2,-27,4.6
1,9,4,4,2,-26,2.57
1,9,4,4,2,-25,4.78
1,9,4,4,2,-24,3.01
1,9,4,4,2,-23,5.79
1,9,4,4,2,-22,0.03
1,9,4,4,2,-21,3.08
1,9,4,4,2,-17,12.7
1,9,4,4,2,-16,4.76
1,9,4,4,2,-15,5.61
1,9,4,4,2,-14,0.7
1,9,4,4,2,-13,15.73
1,9,4,4,2,-11,1.89
1,9,4,4,2,-8,0.84
1,9,4,4,2,-7,1.34
1,9,4,4,2,-6,6.84
1,9,4,4,2,-5,2.63
1,9,4,4,2,-4,0.47
1,9,4,4,2,-1,331.73
1,9,4,4,3,-30,37.1
1,9,4,4,3,-29,7.4
1,9,4,4,3,-19,0.69
1,9,4,4,4,-29,3.69
1,9,4,4,4,-28,0.4
1,9,4,4,4,-24,13.47
1,9,4,4,4,-19,25.97
1,9,4,4,4,-17,0.15
1,9,4,4,4,-16,1.28
1,9,4,4,4,-7,0.65
1,9,4,4,5,-30,48.95
1,9,4,4,5,-29,9.69
1,9,4,4,5,-28,6.92
1,9,4,4,5,-27,15.37
1,9,4,4,5,-24,56.63
1,9,4,4,5,-23,31.05
1,9,4,4,5,-21,4.81
1,9,4,4,5,-20,51.53
1,9,4,4,5,-19,0.42
1,9,4,4,5,-8,56.54
1,9,4,4,5,-6,3.11
1,9,4,4,6,-30,17.57
1,9,4,4,6,-29,0.96
1,9,4,4,6,-28,18.11
1,9,4,4,6,-25,0.74
1,9,4,4,6,-24,14.15
1,9,4,4,6,-20,21.74
1,9,4,4,6,-19,2.42
1,9,4,4,6,-11,0.47
1,9,4,4,6,-4,20.83
1,9,4,4,6,-3,26.48
1,9,4,4,9,-20,432.9
1,9,4,4,9,-19,278.04
1,9,4,4,9,-18,177.98
1,9,4,4,9,-17,83.58
1,9,4,4,9,-16,145.93
1,9,4,4,9,-15,20.36
1,9,4,4,9,-13,5.67
1,9,4,4,9,-12,15.83
1,9,4,4,9,-11,35.51
1,9,4,4,9,-6,126.12
1,9,4,4,9,-5,12.17
1,9,4,4,9,-4,64.41
1,9,4,4,10,-20,25.69
1,9,4,4,10,-19,54.25
1,9,4,4,10,-18,5.44
1,9,4,4,10,-17,4.81
1,9,4,4,10,-15,1.8
1,9,4,4,10,-13,64.83
1,9,4,4,10,-12,54.07
1,9,4,4,10,-11,3.76
1,9,4,4,10,-10,47.89
1,9,4,4,10,-7,135.2
1,9,4,4,10,-6,151.15
1,9,4,4,10,-5,412.02
1,9,4,4,10,-4,107.13
1,9,4,4,10,-3,210.49
1,9,4,4,10,-2,258.77
1,9,4,4,10,-1,12.88
1,9,4,4,11,-3,85.02
1,9,4,4,11,-2,34.63
1,9,4,4,11,-1,359.04
1,9,6,1,1,-30,1.77
1,9,6,1,1,-26,38.06
1,9,6,1,1,-24,6.33
1,9,6,1,1,-22,0.4
1,9,6,1,1,-15,1.94
1,9,6,1,1,-13,49.77
1,9,6,1,1,-12,21.98
1,9,6,1,1,-11,38.21
1,9,6,1,1,-10,28.56
1,9,6,1,1,-9,91.76
1,9,6,1,1,-8,158.34
1,9,6,1,1,-7,0.11
1,9,6,1,1,-6,309.74
1,9,6,1,1,-5,13.02
1,9,6,1,1,-1,18.66
1,9,6,1,2,-30,74.76
1,9,6,1,2,-29,36.74
1,9,6,1,2,-27,18.61
1,9,6,1,2,-26,17.65
1,9,6,1,2,-25,9.04
1,9,6,1,2,-24,66.65
1,9,6,1,2,-22,21.98
1,9,6,1,2,-20,0.58
1,9,6,1,2,-19,1.47
1,9,6,1,2,-18,0.78
1,9,6,1,2,-16,8.09
1,9,6,1,2,-15,0.3
1,9,6,1,2,-14,0.3
1,9,6,1,2,-13,0.76
1,9,6,1,2,-12,7.57
1,9,6,1,2,-11,19.44
1,9,6,1,2,-5,0.1
1,9,6,1,3,-27,5.22
1,9,6,1,3,-24,1.07
1,9,6,1,3,-10,16.4
1,9,6,1,4,-30,3.39
1,9,6,1,4,-26,1.23
1,9,6,1,5,-30,16.32
1,9,6,1,5,-29,15.32
1,9,6,1,5,-28,3.89
1,9,6,1,5,-26,107.32
1,9,6,1,5,-25,17.18
1,9,6,1,5,-24,107.33
1,9,6,1,5,-22,68.91
1,9,6,1,5,-21,1.05
1,9,6,1,5,-20,30.25
1,9,6,1,5,-19,4.05
1,9,6,1,5,-18,1.22
1,9,6,1,5,-17,95.23
1,9,6,1,5,-16,134.41
1,9,6,1,5,-15,188.69
1,9,6,1,5,-14,262.34
1,9,6,1,5,-13,148.92
1,9,6,1,5,-12,98.94
1,9,6,1,5,-11,288.11
1,9,6,1,5,-10,86.09
1,9,6,1,5,-9,0.1
1,9,6,1,5,-8,242.91
1,9,6,1,5,-6,10
1,9,6,1,6,-30,338.08
1,9,6,1,6,-29,139.28
1,9,6,1,6,-28,214.7
1,9,6,1,6,-27,821.15
1,9,6,1,6,-26,660.57
1,9,6,1,6,-25,480.67
1,9,6,1,6,-24,942.86
1,9,6,1,6,-23,944.46
1,9,6,1,6,-22,425.83
1,9,6,1,6,-21,119.35
1,9,6,1,6,-20,43.24
1,9,6,1,6,-19,612.93
1,9,6,1,6,-18,69.47
1,9,6,1,6,-17,1332.25
1,9,6,1,6,-16,1872.24
1,9,6,1,6,-15,2519.54
1,9,6,1,6,-14,969.61
1,9,6,1,6,-13,1261.77
1,9,6,1,6,-12,699.75
1,9,6,1,6,-11,514.71
1,9,6,1,6,-10,1063.05
1,9,6,1,6,-9,1075.34
1,9,6,1,6,-8,1171.57
1,9,6,1,6,-7,1051.72
1,9,6,1,6,-6,1506.66
1,9,6,1,6,-5,1157.65
1,9,6,1,6,-4,679.28
1,9,6,1,6,-3,1598.71
1,9,6,1,6,-2,1611.74
1,9,6,1,6,-1,1635.72
1,9,6,1,9,-20,205.79
1,9,6,1,9,-19,12.08
1,9,6,1,9,-18,12.75
1,9,6,1,9,-17,19.17
1,9,6,1,9,-16,21.48
1,9,6,1,9,-15,34.57
1,9,6,1,9,-14,19.09
1,9,6,1,9,-13,11.26
1,9,6,1,9,-12,83.79
1,9,6,1,9,-11,2.64
1,9,6,1,9,-10,4.39
1,9,6,1,9,-9,2.29
1,9,6,1,9,-8,0.16
1,9,6,1,9,-7,1.17
1,9,6,1,9,-6,12.71
1,9,6,1,9,-5,0.19
1,9,6,1,10,-20,76.15
1,9,6,1,10,-17,6.38
1,9,6,1,10,-16,17.04
1,9,6,1,10,-12,0.69
1,9,6,1,10,-6,32.26
1,9,6,1,10,-4,14.89
1,9,6,1,10,-1,97.48
1,9,6,1,11,-12,8.67
1,9,6,1,11,-11,8.07
1,9,6,2,1,-30,3.44
1,9,6,2,1,-27,0.7
1,9,6,2,1,-26,46.29
1,9,6,2,1,-24,0.97
1,9,6,2,1,-21,3.73
1,9,6,2,1,-14,28.09
1,9,6,2,1,-13,44.06
1,9,6,2,1,-10,49.17
1,9,6,2,1,-9,25.91
1,9,6,2,1,-8,130.46
1,9,6,2,1,-7,0.3
1,9,6,2,1,-5,10.19
1,9,6,2,2,-30,114.52
1,9,6,2,2,-29,24.89
1,9,6,2,2,-28,31.62
1,9,6,2,2,-27,67.7
1,9,6,2,2,-26,32.79
1,9,6,2,2,-24,27.55
1,9,6,2,2,-23,5.63
1,9,6,2,2,-22,2.75
1,9,6,2,2,-20,73.66
1,9,6,2,2,-19,36.31
1,9,6,2,2,-16,32.23
1,9,6,2,2,-15,10.34
1,9,6,2,2,-14,0.56
1,9,6,2,2,-13,298.19
1,9,6,2,2,-12,47.3
1,9,6,2,2,-11,3.81
1,9,6,2,2,-10,16.67
1,9,6,2,2,-9,60.24
1,9,6,2,2,-5,131.38
1,9,6,2,2,-4,0.04
1,9,6,2,2,-3,0.1
1,9,6,2,2,-2,161.51
1,9,6,2,2,-1,113.73
1,9,6,2,3,-29,66.87
1,9,6,2,4,-30,4.25
1,9,6,2,4,-21,0.49
1,9,6,2,4,-14,13.39
1,9,6,2,5,-30,54.22
1,9,6,2,5,-29,1.02
1,9,6,2,5,-28,3.17
1,9,6,2,5,-27,13.99
1,9,6,2,5,-26,10.45
1,9,6,2,5,-25,118.51
1,9,6,2,5,-24,26.74
1,9,6,2,5,-21,20.41
1,9,6,2,5,-20,112.72
1,9,6,2,5,-18,55.87
1,9,6,2,5,-17,695.66
1,9,6,2,5,-16,32.1
1,9,6,2,5,-15,122.6
1,9,6,2,5,-14,491.99
1,9,6,2,5,-13,503.33
1,9,6,2,5,-12,242.76
1,9,6,2,5,-11,75.85
1,9,6,2,5,-10,543.73
1,9,6,2,5,-9,20.73
1,9,6,2,5,-8,96.11
1,9,6,2,5,-7,11.58
1,9,6,2,5,-6,74.84
1,9,6,2,5,-5,291.29
1,9,6,2,5,-4,18.02
1,9,6,2,5,-1,5.18
1,9,6,2,6,-30,161.06
1,9,6,2,6,-29,65.65
1,9,6,2,6,-28,6.16
1,9,6,2,6,-27,67.81
1,9,6,2,6,-26,233.36
1,9,6,2,6,-25,120.2
1,9,6,2,6,-24,176.5
1,9,6,2,6,-23,124.01
1,9,6,2,6,-22,231.48
1,9,6,2,6,-21,100.65
1,9,6,2,6,-20,68.71
1,9,6,2,6,-19,21.03
1,9,6,2,6,-18,696.64
1,9,6,2,6,-17,46.87
1,9,6,2,6,-16,118.81
1,9,6,2,6,-15,187.37
1,9,6,2,6,-14,102.7
1,9,6,2,6,-13,4
1,9,6,2,6,-12,9.29
1,9,6,2,6,-11,127.8
1,9,6,2,6,-10,219.81
1,9,6,2,6,-9,244.73
1,9,6,2,6,-8,206.6
1,9,6,2,6,-7,380.49
1,9,6,2,6,-6,387.16
1,9,6,2,6,-5,136.35
1,9,6,2,6,-4,709.74
1,9,6,2,6,-3,76.09
1,9,6,2,6,-2,41.76
1,9,6,2,9,-20,5.41
1,9,6,3,1,-30,4.16
1,9,6,3,1,-27,22.4
1,9,6,3,1,-17,0.72
1,9,6,3,1,-14,12.54
1,9,6,3,1,-13,9.28
1,9,6,3,1,-12,29.57
1,9,6,3,1,-10,28.24
1,9,6,3,1,-9,1.25
1,9,6,3,1,-8,249.48
1,9,6,3,1,-7,60.05
1,9,6,3,1,-6,12.54
1,9,6,3,1,-4,19.97
1,9,6,3,1,-3,37.48
1,9,6,3,1,-1,21.21
1,9,6,3,2,-30,24.16
1,9,6,3,2,-29,10.92
1,9,6,3,2,-28,56.84
1,9,6,3,2,-27,4.53
1,9,6,3,2,-26,52.07
1,9,6,3,2,-24,15.56
1,9,6,3,2,-22,21.98
1,9,6,3,2,-20,15.96
1,9,6,3,2,-19,87.71
1,9,6,3,2,-18,148.14
1,9,6,3,2,-17,3.11
1,9,6,3,2,-16,28.29
1,9,6,3,2,-15,116.34
1,9,6,3,2,-11,2.86
1,9,6,3,2,-10,101.76
1,9,6,3,2,-9,1
1,9,6,3,2,-7,47.04
1,9,6,3,2,-6,11.07
1,9,6,3,2,-5,8.85
1,9,6,3,3,-30,6.15
1,9,6,3,3,-24,0.08
1,9,6,3,3,-21,0.98
1,9,6,3,3,-15,17.78
1,9,6,3,3,-14,1.92
1,9,6,3,4,-30,22.93
1,9,6,3,4,-29,0.54
1,9,6,3,4,-12,7.19
1,9,6,3,5,-30,58.62
1,9,6,3,5,-29,24.28
1,9,6,3,5,-28,5.04
1,9,6,3,5,-27,16.93
1,9,6,3,5,-26,4.2
1,9,6,3,5,-25,44.91
1,9,6,3,5,-24,9.05
1,9,6,3,5,-23,1.67
1,9,6,3,5,-21,230.65
1,9,6,3,5,-20,555.83
1,9,6,3,5,-17,16.19
1,9,6,3,5,-15,3.47
1,9,6,3,5,-14,183.59
1,9,6,3,5,-13,62.64
1,9,6,3,5,-12,17.67
1,9,6,3,5,-11,14.95
1,9,6,3,5,-10,116.25
1,9,6,3,5,-9,64.43
1,9,6,3,5,-8,87.03
1,9,6,3,5,-7,7.64
1,9,6,3,5,-6,108.18
1,9,6,3,5,-4,20.7
1,9,6,3,6,-30,118.39
1,9,6,3,6,-29,49.65
1,9,6,3,6,-28,10.56
1,9,6,3,6,-27,17.97
1,9,6,3,6,-26,184.04
1,9,6,3,6,-25,40.55
1,9,6,3,6,-24,22.42
1,9,6,3,6,-22,43.73
1,9,6,3,6,-20,489.98
1,9,6,3,6,-19,88.89
1,9,6,3,6,-18,10.27
1,9,6,3,6,-17,39.84
1,9,6,3,6,-16,23.66
1,9,6,3,6,-14,111.29
1,9,6,3,6,-12,77.2
1,9,6,3,6,-10,33.98
1,9,6,3,6,-9,33.83
1,9,6,3,6,-8,27.49
1,9,6,3,6,-4,99.87
1,9,6,3,9,-20,9.4
1,9,6,3,9,-19,58.53
1,9,6,3,9,-17,2.74
1,9,6,3,9,-8,1.29
1,9,6,3,10,-1,1.2
1,9,6,4,1,-30,5.79
1,9,6,4,1,-29,1.78
1,9,6,4,1,-27,9.91
1,9,6,4,1,-25,0.2
1,9,6,4,1,-24,2.21
1,9,6,4,1,-21,7.93
1,9,6,4,1,-19,6.59
1,9,6,4,1,-17,21.29
1,9,6,4,1,-13,3.04
1,9,6,4,1,-12,0.81
1,9,6,4,1,-7,35.96
1,9,6,4,1,-6,0.09
1,9,6,4,1,-5,88.97
1,9,6,4,1,-4,26.59
1,9,6,4,2,-30,31.87
1,9,6,4,2,-29,46.27
1,9,6,4,2,-27,27.33
1,9,6,4,2,-26,4.47
1,9,6,4,2,-23,0.79
1,9,6,4,2,-21,63.43
1,9,6,4,2,-20,1.06
1,9,6,4,2,-19,2.4
1,9,6,4,2,-17,12.52
1,9,6,4,2,-16,4.04
1,9,6,4,2,-15,0.85
1,9,6,4,2,-14,0.79
1,9,6,4,2,-13,20.04
1,9,6,4,2,-11,137.09
1,9,6,4,2,-9,245.78
1,9,6,4,2,-8,18.92
1,9,6,4,2,-7,150.91
1,9,6,4,2,-6,79
1,9,6,4,2,-5,8.78
1,9,6,4,3,-30,9.26
1,9,6,4,3,-28,21.49
1,9,6,4,3,-21,2.22
1,9,6,4,3,-17,2.53
1,9,6,4,3,-16,7.96
1,9,6,4,3,-15,2.7
1,9,6,4,3,-14,3.5
1,9,6,4,3,-10,6.54
1,9,6,4,4,-30,4.33
1,9,6,4,4,-22,0.7
1,9,6,4,4,-19,16.77
1,9,6,4,4,-15,1.85
1,9,6,4,5,-30,153.93
1,9,6,4,5,-29,25.92
1,9,6,4,5,-28,25.9
1,9,6,4,5,-27,65.19
1,9,6,4,5,-26,23.82
1,9,6,4,5,-25,12.66
1,9,6,4,5,-24,11.82
1,9,6,4,5,-23,5.8
1,9,6,4,5,-20,5.11
1,9,6,4,5,-10,6.12
1,9,6,4,5,-8,102.78
1,9,6,4,5,-5,4.2
1,9,6,4,5,-4,7.65
1,9,6,4,6,-30,63.05
1,9,6,4,6,-29,5.3
1,9,6,4,6,-28,16.11
1,9,6,4,6,-27,1.23
1,9,6,4,6,-26,18.7
1,9,6,4,6,-25,2.86
1,9,6,4,6,-24,65.61
1,9,6,4,6,-23,0.88
1,9,6,4,6,-18,305.84
1,9,6,4,6,-17,1.84
1,9,6,4,6,-10,0.72
1,9,6,4,6,-6,0.96
1,9,6,4,6,-4,33.54
1,9,6,4,9,-20,1.82
1,9,6,4,9,-17,0.36
1,9,6,4,9,-16,4.03
1,9,6,4,9,-15,0.56
1,9,6,4,9,-14,0.88
1,9,6,4,9,-11,29.65
1,9,6,4,10,-20,102.12
1,9,6,4,10,-8,1.91
1,9,6,4,10,-6,72.11
1,9,6,4,10,-5,94.68
1,9,6,4,10,-4,18.43
1,9,6,4,10,-3,177.8
1,9,6,4,10,-2,142.1
1,9,6,4,11,-3,183.83
1,9,7,1,1,-30,0.01
1,9,7,1,1,-26,0.06
1,9,7,1,1,-22,8.98
1,9,7,1,1,-21,8.63
1,9,7,1,1,-20,27.5
1,9,7,1,1,-19,329.07
1,9,7,1,1,-18,41.06
1,9,7,1,1,-17,50.94
1,9,7,1,1,-16,373.88
1,9,7,1,1,-15,167.54
1,9,7,1,1,-14,393.95
1,9,7,1,1,-13,426.69
1,9,7,1,1,-12,404.63
1,9,7,1,1,-11,292.28
1,9,7,1,1,-10,228.52
1,9,7,1,1,-9,89.69
1,9,7,1,1,-8,112.27
1,9,7,1,1,-6,38.86
1,9,7,1,1,-5,428.54
1,9,7,1,1,-3,45.48
1,9,7,1,1,-2,456.17
1,9,7,1,1,-1,133.87
1,9,7,1,2,-30,39.31
1,9,7,1,2,-29,3.38
1,9,7,1,2,-28,6.21
1,9,7,1,2,-27,2.05
1,9,7,1,2,-26,43.33
1,9,7,1,2,-25,5.56
1,9,7,1,2,-24,59.75
1,9,7,1,2,-23,27.43
1,9,7,1,2,-22,0.76
1,9,7,1,2,-21,88.27
1,9,7,1,2,-20,12.45
1,9,7,1,2,-19,35.22
1,9,7,1,2,-18,99.43
1,9,7,1,2,-17,0.58
1,9,7,1,2,-16,9.69
1,9,7,1,2,-14,106.17
1,9,7,1,2,-13,2.36
1,9,7,1,2,-11,0.97
1,9,7,1,2,-9,43.01
1,9,7,1,2,-7,0.98
1,9,7,1,2,-6,449.73
1,9,7,1,2,-5,225.78
1,9,7,1,2,-4,194.45
1,9,7,1,2,-3,244
1,9,7,1,3,-23,13.12
1,9,7,1,3,-22,0.06
1,9,7,1,3,-20,1.93
1,9,7,1,3,-18,4.9
1,9,7,1,3,-13,13.76
1,9,7,1,3,-11,0.34
1,9,7,1,4,-30,11.35
1,9,7,1,4,-26,0.49
1,9,7,1,4,-25,36.76
1,9,7,1,4,-16,2
1,9,7,1,4,-13,1.31
1,9,7,1,5,-30,20.82
1,9,7,1,5,-28,19.3
1,9,7,1,5,-26,63.61
1,9,7,1,5,-25,89.63
1,9,7,1,5,-24,37.39
1,9,7,1,5,-23,76.76
1,9,7,1,5,-22,148.63
1,9,7,1,5,-21,89.11
1,9,7,1,5,-20,308.88
1,9,7,1,5,-19,252.45
1,9,7,1,5,-18,690.27
1,9,7,1,5,-17,305.22
1,9,7,1,5,-16,314.37
1,9,7,1,5,-15,220.99
1,9,7,1,5,-14,654.32
1,9,7,1,5,-13,610.93
1,9,7,1,5,-12,354.3
1,9,7,1,5,-11,308.03
1,9,7,1,5,-10,344.63
1,9,7,1,5,-9,53.4
1,9,7,1,5,-8,20.4
1,9,7,1,5,-7,13.72
1,9,7,1,5,-6,132.06
1,9,7,1,5,-5,407.72
1,9,7,1,5,-4,725.79
1,9,7,1,5,-2,50.66
1,9,7,1,5,-1,45.89
1,9,7,1,6,-30,88.98
1,9,7,1,6,-29,83.17
1,9,7,1,6,-28,31.43
1,9,7,1,6,-27,122.45
1,9,7,1,6,-26,23.99
1,9,7,1,6,-25,470.39
1,9,7,1,6,-24,224.74
1,9,7,1,6,-23,578.51
1,9,7,1,6,-22,976.11
1,9,7,1,6,-21,1159.72
1,9,7,1,6,-20,999.71
1,9,7,1,6,-19,1207.16
1,9,7,1,6,-18,645.76
1,9,7,1,6,-17,454.39
1,9,7,1,6,-16,395.22
1,9,7,1,6,-15,39.8
1,9,7,1,6,-14,77.98
1,9,7,1,6,-13,354.57
1,9,7,1,6,-12,10.74
1,9,7,1,6,-11,54.42
1,9,7,1,6,-10,53.92
1,9,7,1,6,-9,280.29
1,9,7,1,6,-8,182.7
1,9,7,1,6,-7,309.55
1,9,7,1,6,-6,390.66
1,9,7,1,6,-5,195.54
1,9,7,1,6,-4,282.69
1,9,7,1,6,-3,402.17
1,9,7,1,6,-2,401.24
1,9,7,1,6,-1,42.73
1,9,7,1,9,-20,159.07
1,9,7,1,9,-19,33.44
1,9,7,1,9,-18,128.67
1,9,7,1,9,-17,18.18
1,9,7,1,9,-16,134.4
1,9,7,1,9,-15,309.88
1,9,7,1,9,-14,435.32
1,9,7,1,9,-13,481.13
1,9,7,1,9,-12,1772.29
1,9,7,1,9,-11,916.62
1,9,7,1,9,-10,1350.14
1,9,7,1,9,-9,1730.63
1,9,7,1,9,-8,1402.98
1,9,7,1,9,-7,969.9
1,9,7,1,9,-6,1441.96
1,9,7,1,9,-5,1138.94
1,9,7,1,9,-4,237.86
1,9,7,1,9,-3,20.56
1,9,7,1,10,-20,232
1,9,7,1,10,-19,2.3
1,9,7,1,10,-17,1.59
1,9,7,1,10,-16,119.36
1,9,7,1,10,-15,14.95
1,9,7,1,10,-14,579.1
1,9,7,1,10,-13,328.57
1,9,7,1,10,-12,820.85
1,9,7,1,10,-11,1134.73
1,9,7,1,10,-10,817.2
1,9,7,1,10,-9,587.24
1,9,7,1,10,-8,1142.04
1,9,7,1,10,-7,923.45
1,9,7,1,10,-6,1378.58
1,9,7,1,10,-5,959.01
1,9,7,1,10,-4,817.34
1,9,7,1,10,-3,1960.49
1,9,7,1,10,-2,2985.55
1,9,7,1,10,-1,3675.55
1,9,7,1,11,-16,17.04
1,9,7,1,11,-15,14.92
1,9,7,1,11,-13,67.52
1,9,7,1,11,-12,6.14
1,9,7,1,11,-11,36.9
1,9,7,1,11,-10,20.47
1,9,7,1,11,-9,44.63
1,9,7,1,11,-8,83.04
1,9,7,1,11,-7,18.9
1,9,7,1,11,-6,100.57
1,9,7,1,11,-5,941.01
1,9,7,1,11,-4,1219.14
1,9,7,1,11,-3,442.1
1,9,7,1,11,-2,640.42
1,9,7,1,11,-1,99.28
1,9,7,2,1,-30,0.36
1,9,7,2,1,-29,9.52
1,9,7,2,1,-23,1.86
1,9,7,2,1,-22,3.14
1,9,7,2,1,-16,8.89
1,9,7,2,1,-15,5.43
1,9,7,2,1,-14,160.59
1,9,7,2,1,-13,3.24
1,9,7,2,1,-12,1.08
1,9,7,2,1,-11,65.64
1,9,7,2,1,-10,53.57
1,9,7,2,1,-8,0.15
1,9,7,2,1,-7,327.97
1,9,7,2,1,-6,32.89
1,9,7,2,1,-5,172.44
1,9,7,2,1,-3,78.09
1,9,7,2,1,-2,14.3
1,9,7,2,1,-1,39.82
1,9,7,2,2,-30,52.22
1,9,7,2,2,-29,2.9
1,9,7,2,2,-28,86.54
1,9,7,2,2,-27,0.99
1,9,7,2,2,-26,83.86
1,9,7,2,2,-25,48.67
1,9,7,2,2,-24,43.84
1,9,7,2,2,-23,45.81
1,9,7,2,2,-22,1.51
1,9,7,2,2,-20,21.41
1,9,7,2,2,-19,4.76
1,9,7,2,2,-18,9.92
1,9,7,2,2,-17,13.66
1,9,7,2,2,-16,294.44
1,9,7,2,2,-15,562.16
1,9,7,2,2,-14,0.3
1,9,7,2,2,-13,186.88
1,9,7,2,2,-12,211.45
1,9,7,2,2,-11,24.75
1,9,7,2,2,-9,280.7
1,9,7,2,2,-8,8.95
1,9,7,2,2,-6,2.77
1,9,7,2,2,-4,403.16
1,9,7,2,2,-3,0.96
1,9,7,2,2,-2,653.33
1,9,7,2,2,-1,174.18
1,9,7,2,3,-26,1.03
1,9,7,2,3,-25,0.21
1,9,7,2,3,-12,0.36
1,9,7,2,3,-7,56.72
1,9,7,2,4,-30,20.65
1,9,7,2,4,-29,2.74
1,9,7,2,4,-28,23.6
1,9,7,2,4,-26,85.97
1,9,7,2,4,-25,0.61
1,9,7,2,5,-30,24.66
1,9,7,2,5,-28,19.45
1,9,7,2,5,-27,3.72
1,9,7,2,5,-26,20.97
1,9,7,2,5,-25,34.49
1,9,7,2,5,-24,0.71
1,9,7,2,5,-23,47.33
1,9,7,2,5,-22,132.67
1,9,7,2,5,-21,283.53
1,9,7,2,5,-20,11.84
1,9,7,2,5,-19,32.05
1,9,7,2,5,-18,356.06
1,9,7,2,5,-17,275.92
1,9,7,2,5,-15,5.38
1,9,7,2,5,-14,5.65
1,9,7,2,5,-13,0.16
1,9,7,2,5,-12,43.56
1,9,7,2,5,-11,123.03
1,9,7,2,5,-10,207.99
1,9,7,2,5,-8,27.54
1,9,7,2,5,-7,55.47
1,9,7,2,5,-6,0.08
1,9,7,2,5,-5,128.76
1,9,7,2,5,-4,43.89
1,9,7,2,5,-3,147.6
1,9,7,2,5,-2,10.05
1,9,7,2,5,-1,249.99
1,9,7,2,6,-30,193.39
1,9,7,2,6,-29,157.34
1,9,7,2,6,-28,37.2
1,9,7,2,6,-27,41.86
1,9,7,2,6,-26,185.19
1,9,7,2,6,-25,183.52
1,9,7,2,6,-24,214.13
1,9,7,2,6,-23,60.15
1,9,7,2,6,-22,332.4
1,9,7,2,6,-21,255.74
1,9,7,2,6,-20,343.89
1,9,7,2,6,-19,337.68
1,9,7,2,6,-18,228.51
1,9,7,2,6,-17,527.96
1,9,7,2,6,-16,919.49
1,9,7,2,6,-8,86.76
1,9,7,2,6,-7,100.09
1,9,7,2,6,-4,7.12
1,9,7,2,6,-3,13.24
1,9,7,2,6,-2,0.98
1,9,7,2,9,-20,3.76
1,9,7,2,9,-18,2.37
1,9,7,2,9,-16,257.61
1,9,7,2,9,-15,486.03
1,9,7,2,9,-14,43.71
1,9,7,2,9,-13,63.27
1,9,7,2,9,-12,218.18
1,9,7,2,9,-11,310.1
1,9,7,2,9,-10,3.42
1,9,7,2,9,-9,2.35
1,9,7,2,10,-20,13.65
1,9,7,2,10,-12,90.14
1,9,7,2,10,-11,6.18
1,9,7,2,10,-1,63.86
1,9,7,2,11,-15,1.71
1,9,7,3,1,-30,12.08
1,9,7,3,1,-28,22.62
1,9,7,3,1,-26,17.56
1,9,7,3,1,-22,4.63
1,9,7,3,1,-14,93.41
1,9,7,3,1,-12,74.2
1,9,7,3,1,-11,4.89
1,9,7,3,1,-10,10.42
1,9,7,3,1,-9,1.41
1,9,7,3,1,-8,1.15
1,9,7,3,1,-7,251.77
1,9,7,3,1,-6,356.04
1,9,7,3,1,-5,522.61
1,9,7,3,1,-3,141.98
1,9,7,3,1,-2,44.95
1,9,7,3,1,-1,110.06
1,9,7,3,2,-30,98.36
1,9,7,3,2,-29,33.45
1,9,7,3,2,-28,5.9
1,9,7,3,2,-26,6.93
1,9,7,3,2,-25,191.69
1,9,7,3,2,-24,112.71
1,9,7,3,2,-23,24.27
1,9,7,3,2,-22,0.73
1,9,7,3,2,-21,26.39
1,9,7,3,2,-20,29.09
1,9,7,3,2,-19,30.78
1,9,7,3,2,-18,6.19
1,9,7,3,2,-17,276.27
1,9,7,3,2,-16,6.66
1,9,7,3,2,-15,239.91
1,9,7,3,2,-14,370.54
1,9,7,3,2,-13,282.15
1,9,7,3,2,-12,38.93
1,9,7,3,2,-11,75.77
1,9,7,3,2,-10,0.14
1,9,7,3,2,-9,28.44
1,9,7,3,2,-8,3.08
1,9,7,3,2,-6,21.67
1,9,7,3,2,-5,0.03
1,9,7,3,2,-4,7.82
1,9,7,3,2,-2,18.64
1,9,7,3,2,-1,936.31
1,9,7,3,3,-30,0.34
