PRODUCTO,ZONA,SITIO,MANEJO,EDAD,RENDIMIENTO
4,5,4,2,23,10.08
4,5,4,2,24,10.92
4,5,4,2,25,22.73
4,5,4,2,26,23.64
4,5,4,2,27,24.43
4,5,4,2,28,25.09
4,5,4,2,29,25.65
4,5,4,2,30,26.11
4,6,1,2,18,221.16
4,6,1,2,19,221.78
4,6,1,2,20,228.04
4,6,1,2,21,240.38
4,6,1,2,22,261.46
4,6,1,2,23,222.78
4,6,1,2,24,238.56
4,6,1,2,25,242.58
4,6,1,2,26,269.42
4,6,1,2,27,244.34
4,6,1,2,28,251.69
4,6,1,2,29,230.46
4,6,1,2,30,242.48
4,6,2,2,18,168.69
4,6,2,2,19,203.91
4,6,2,2,20,180.1
4,6,2,2,21,186.89
4,6,2,2,22,228.39
4,6,2,2,23,222.15
4,6,2,2,24,205.97
4,6,2,2,25,223.8
4,6,2,2,26,209.47
4,6,2,2,27,232.05
4,6,2,2,28,241.93
4,6,2,2,29,248
4,6,2,2,30,249.84
4,6,3,2,18,120.56
4,6,3,2,19,138.09
4,6,3,2,20,144.02
4,6,3,2,21,166.23
4,6,3,2,22,169.38
4,6,3,2,23,201.43
4,6,3,2,24,212.37
4,6,3,2,25,179.98
4,6,3,2,26,217.71
4,6,3,2,27,220.18
4,6,3,2,28,208.39
4,6,3,2,29,231.39
4,6,3,2,30,232.98
4,6,4,2,18,53.73
4,6,4,2,19,59.82
4,6,4,2,20,91.83
4,6,4,2,21,98.95
4,6,4,2,22,102.67
4,6,4,2,23,115.91
4,6,4,2,24,125.02
4,6,4,2,25,143.69
4,6,4,2,26,146.93
4,6,4,2,27,167.1
4,6,4,2,28,172.02
4,6,4,2,29,160.26
4,6,4,2,30,162.75
4,7,1,2,18,211.2
4,7,1,2,19,215.89
4,7,1,2,20,223.5
4,7,1,2,21,260.73
4,7,1,2,22,278.56
4,7,1,2,23,275.85
4,7,1,2,24,309.33
4,7,1,2,25,279.47
4,7,1,2,26,327.83
4,7,1,2,27,333
4,7,1,2,28,303.03
4,7,1,2,29,298.18
4,7,1,2,30,328.34
4,7,2,2,18,158.38
4,7,2,2,19,175.6
4,7,2,2,20,207.92
4,7,2,2,21,217.7
4,7,2,2,22,224.33
4,7,2,2,23,271.74
4,7,2,2,24,259.86
4,7,2,2,25,241.98
4,7,2,2,26,272.28
4,7,2,2,27,305.76
4,7,2,2,28,284.36
4,7,2,2,29,306.68
4,7,2,2,30,315.2
4,7,3,2,18,75.13
4,7,3,2,19,139.55
4,7,3,2,20,145.53
4,7,3,2,21,201.23
4,7,3,2,22,207.1
4,7,3,2,23,238.71
4,7,3,2,24,272.96
4,7,3,2,25,236.59
4,7,3,2,26,240.77
4,7,3,2,27,291.55
4,7,3,2,28,295.66
4,7,3,2,29,235.55
4,7,3,2,30,253.96
4,7,4,2,18,54.96
4,7,4,2,19,60.17
4,7,4,2,20,73.25
4,7,4,2,21,78.98
4,7,4,2,22,101.09
4,7,4,2,23,122.24
4,7,4,2,24,124.84
4,7,4,2,25,133.68
4,7,4,2,26,141.61
4,7,4,2,27,163.43
4,7,4,2,28,171.01
4,7,4,2,29,172.9
4,7,4,2,30,174.46
4,9,1,2,18,243.37
4,9,1,2,19,294.04
4,9,1,2,20,228.66
4,9,1,2,21,265.78
4,9,1,2,22,276.63
4,9,1,2,23,287.9
4,9,1,2,24,258.96
4,9,1,2,25,306.26
4,9,1,2,26,313.22
4,9,1,2,27,274.46
4,9,1,2,28,279.94
4,9,1,2,29,289.67
4,9,1,2,30,338.15
4,9,2,2,18,174
4,9,2,2,19,181.13
4,9,2,2,20,200.32
4,9,2,2,21,216.58
4,9,2,2,22,240.34
4,9,2,2,23,267.37
4,9,2,2,24,244.43
4,9,2,2,25,248.48
4,9,2,2,26,264.68
4,9,2,2,27,305.2
4,9,2,2,28,281.29
4,9,2,2,29,302.93
4,9,2,2,30,306.33
4,9,3,2,18,73.48
4,9,3,2,19,85.83
4,9,3,2,20,108.11
4,9,3,2,21,137.35
4,9,3,2,22,167.55
4,9,3,2,23,171.47
4,9,3,2,24,201.72
4,9,3,2,25,204.78
4,9,3,2,26,211.47
4,9,3,2,27,214.06
4,9,3,2,28,216.23
4,9,3,2,29,264.62
4,9,3,2,30,266.7
4,9,4,2,19,30.22
4,9,4,2,20,31.73
4,9,4,2,21,32.98
4,9,4,2,22,67.64
4,9,4,2,23,68.94
4,9,4,2,24,69.97
4,9,4,2,25,70.77
4,9,4,2,26,100.93
4,9,4,2,27,129.45
4,9,4,2,28,130.36
4,9,4,2,29,131.04
4,9,4,2,30,131.51
4,1,1,3,20,149.07
4,1,1,3,21,152.21
4,1,1,3,22,188.09
4,1,1,3,23,183.3
4,1,1,3,24,182.81
4,1,1,3,25,187.2
4,1,1,3,26,203.32
4,1,1,3,27,220.62
4,1,1,3,28,229.88
4,1,1,3,29,218.17
4,1,1,3,30,211.55
4,1,2,3,20,98.95
4,1,2,3,21,106.35
4,1,2,3,22,118.61
4,1,2,3,23,122.15
4,1,2,3,24,148.5
4,1,2,3,25,148.19
4,1,2,3,26,135.84
4,1,2,3,27,154.36
4,1,2,3,28,168.21
4,1,2,3,29,183.51
4,1,2,3,30,185.42
4,1,3,3,20,53.18
4,1,3,3,21,59.4
4,1,3,3,22,66.32
4,1,3,3,23,79.5
4,1,3,3,24,82.95
4,1,3,3,25,93.15
4,1,3,3,26,97.43
4,1,3,3,27,99.33
4,1,3,3,28,122.01
4,1,3,3,29,124.4
4,1,3,3,30,119.62
4,1,4,3,20,10.06
4,1,4,3,21,15.37
4,1,4,3,22,17.29
4,1,4,3,23,33.48
4,1,4,3,24,36.93
4,1,4,3,25,39.5
4,1,4,3,26,43.58
4,1,4,3,27,53.18
4,1,4,3,28,57.4
4,1,4,3,29,68.55
4,1,4,3,30,70.53
4,2,1,3,20,160.87
4,2,1,3,21,166.42
4,2,1,3,22,192.59
4,2,1,3,23,212.2
4,2,1,3,24,218.97
4,2,1,3,25,203.59
4,2,1,3,26,230.64
4,2,1,3,27,248.06
4,2,1,3,28,234.83
4,2,1,3,29,237.43
4,2,1,3,30,241.84
4,2,2,3,20,119.17
4,2,2,3,21,118.66
4,2,2,3,22,149.53
4,2,2,3,23,159.61
4,2,2,3,24,176.08
4,2,2,3,25,186.74
4,2,2,3,26,175.17
4,2,2,3,27,203.15
4,2,2,3,28,215.64
4,2,2,3,29,209.6
4,2,2,3,30,218.52
4,2,3,3,20,77.19
4,2,3,3,21,86.42
4,2,3,3,22,89.63
4,2,3,3,23,117.82
4,2,3,3,24,121.5
4,2,3,3,25,143.88
4,2,3,3,26,130.8
4,2,3,3,27,138.92
4,2,3,3,28,167.93
4,2,3,3,29,161.07
4,2,3,3,30,177.44
4,2,4,3,20,28.66
4,2,4,3,21,45.62
4,2,4,3,22,55.47
4,2,4,3,23,58.99
4,2,4,3,24,60.71
4,2,4,3,25,84.09
4,2,4,3,26,92.26
4,2,4,3,27,96.16
4,2,4,3,28,99
4,2,4,3,29,116.39
4,2,4,3,30,105.05
4,4,1,3,20,233.28
4,4,1,3,21,240.21
4,4,1,3,22,260.23
4,4,1,3,23,237.57
4,4,1,3,24,241.49
4,4,1,3,25,253.03
4,4,1,3,26,281.71
4,4,1,3,27,256.9
4,4,1,3,28,266.72
4,4,1,3,29,272.26
4,4,1,3,30,255.7
4,4,2,3,20,139.41
4,4,2,3,21,192.49
4,4,2,3,22,197.68
4,4,2,3,23,210.7
4,4,2,3,24,235.88
4,4,2,3,25,211.6
4,4,2,3,26,228.84
4,4,2,3,27,231.49
4,4,2,3,28,278.39
4,4,2,3,29,259.69
4,4,2,3,30,227.26
4,4,3,3,20,110.74
4,4,3,3,21,135.25
4,4,3,3,22,141.76
4,4,3,3,23,147.43
4,4,3,3,24,178.31
4,4,3,3,25,181.24
4,4,3,3,26,194.19
4,4,3,3,27,197.1
4,4,3,3,28,223.91
4,4,3,3,29,247.34
4,4,3,3,30,215.47
4,4,4,3,20,49.09
4,4,4,3,21,88.41
4,4,4,3,22,93.11
4,4,4,3,23,111.69
4,4,4,3,24,126.62
4,4,4,3,25,150.06
4,4,4,3,26,152.82
4,4,4,3,27,155.1
4,4,4,3,28,166.51
4,4,4,3,29,166.64
4,4,4,3,30,182.63
4,5,1,3,20,48.79
4,5,1,3,21,51.72
4,5,1,3,22,53.81
4,5,1,3,23,55.05
4,5,1,3,24,58.65
4,5,1,3,25,73.42
4,5,1,3,26,74.16
4,5,1,3,27,87.63
4,5,1,3,28,84.85
4,5,1,3,29,85.41
4,5,1,3,30,90.91
4,5,2,3,20,30.21
4,5,2,3,21,32.11
4,5,2,3,22,29.28
4,5,2,3,23,47.43
4,5,2,3,24,48.8
4,5,2,3,25,50.68
4,5,2,3,26,51.7
4,5,2,3,27,59.38
4,5,2,3,28,62.49
4,5,2,3,29,63.24
4,5,2,3,30,55.79
4,5,3,3,20,11.9
4,5,3,3,21,12.74
4,5,3,3,22,16.61
4,5,3,3,23,26.93
4,5,3,3,24,30.85
4,5,3,3,25,31.9
4,5,3,3,26,32.81
4,5,3,3,27,33.59
4,5,3,3,28,39.16
4,5,3,3,29,40.84
4,5,3,3,30,36.08
4,5,4,3,23,3.78
4,5,4,3,24,4.13
4,5,4,3,25,4.47
4,5,4,3,26,12.07
4,5,4,3,27,12.57
4,5,4,3,28,13.01
4,5,4,3,29,13.38
4,5,4,3,30,13.7
4,6,1,3,20,217.54
4,6,1,3,21,234.44
4,6,1,3,22,241.11
4,6,1,3,23,259.19
4,6,1,3,24,234.51
4,6,1,3,25,237.55
4,6,1,3,26,248.13
4,6,1,3,27,269.92
4,6,1,3,28,277.63
4,6,1,3,29,270.25
4,6,1,3,30,272.08
4,6,2,3,20,178.52
4,6,2,3,21,185.95
4,6,2,3,22,207.29
4,6,2,3,23,216.76
4,6,2,3,24,216.84
4,6,2,3,25,235.1
4,6,2,3,26,259.01
4,6,2,3,27,222.82
4,6,2,3,28,238.89
4,6,2,3,29,240.41
4,6,2,3,30,241.68
4,6,3,3,20,101.46
4,6,3,3,21,121.57
4,6,3,3,22,134.42
4,6,3,3,23,138.74
4,6,3,3,24,162.28
4,6,3,3,25,170.5
4,6,3,3,26,168.98
4,6,3,3,27,157.16
4,6,3,3,28,190.78
4,6,3,3,29,194.04
4,6,3,3,30,200.04
4,6,4,3,20,40.43
4,6,4,3,21,47.05
4,6,4,3,22,71.43
4,6,4,3,23,81.03
4,6,4,3,24,84.63
4,6,4,3,25,99.42
4,6,4,3,26,112.54
4,6,4,3,27,114.52
4,6,4,3,28,118.56
4,6,4,3,29,136.34
4,6,4,3,30,142.91
4,7,1,3,20,200.38
4,7,1,3,21,251.05
4,7,1,3,22,255.62
4,7,1,3,23,254.57
4,7,1,3,24,291.38
4,7,1,3,25,273.2
4,7,1,3,26,318.94
4,7,1,3,27,323.13
4,7,1,3,28,323.01
4,7,1,3,29,330.8
4,7,1,3,30,332.96
4,7,2,3,20,165.84
4,7,2,3,21,167.04
4,7,2,3,22,192.33
4,7,2,3,23,243.27
4,7,2,3,24,249.36
4,7,2,3,25,254.67
4,7,2,3,26,269.99
4,7,2,3,27,291.34
4,7,2,3,28,275.71
4,7,2,3,29,301.56
4,7,2,3,30,324.05
4,7,3,3,20,93.68
4,7,3,3,21,130
4,7,3,3,22,135.77
4,7,3,3,23,177.38
4,7,3,3,24,165.19
4,7,3,3,25,188.3
4,7,3,3,26,241.37
4,7,3,3,27,245.36
4,7,3,3,28,240.36
4,7,3,3,29,250.52
4,7,3,3,30,272.85
4,7,4,3,20,31.28
4,7,4,3,21,33.24
4,7,4,3,22,35.12
4,7,4,3,23,76.55
4,7,4,3,24,60.65
4,7,4,3,25,84.49
4,7,4,3,26,117.02
4,7,4,3,27,123.12
4,7,4,3,28,126
4,7,4,3,29,128.6
4,7,4,3,30,152.54
4,9,1,3,20,267.64
4,9,1,3,21,283.91
4,9,1,3,22,311.33
4,9,1,3,23,263.53
4,9,1,3,24,278.95
4,9,1,3,25,311.58
4,9,1,3,26,278.93
4,9,1,3,27,299.15
4,9,1,3,28,302.02
4,9,1,3,29,313.78
4,9,1,3,30,352.98
4,9,2,3,20,152.39
4,9,2,3,21,200.55
4,9,2,3,22,205.67
4,9,2,3,23,219.17
4,9,2,3,24,254.66
4,9,2,3,25,281.79
4,9,2,3,26,279.94
4,9,2,3,27,282.51
4,9,2,3,28,289.61
4,9,2,3,29,286.68
4,9,2,3,30,298.54
4,9,3,3,20,40
4,9,3,3,21,96.32
4,9,3,3,22,115
4,9,3,3,23,120.03
4,9,3,3,24,124.42
4,9,3,3,25,163.74
4,9,3,3,26,167.66
4,9,3,3,27,170.95
4,9,3,3,28,173.69
4,9,3,3,29,175.96
4,9,3,3,30,214.84
4,9,4,3,23,34.33
4,9,4,3,24,36.59
4,9,4,3,25,38.47
4,9,4,3,26,40.03
4,9,4,3,27,41.3
4,9,4,3,28,42.33
4,9,4,3,29,43.17
4,9,4,3,30,43.84
4,1,1,4,20,176.24
4,1,1,4,21,171.13
4,1,1,4,22,173.02
4,1,1,4,23,211.31
4,1,1,4,24,201.73
4,1,1,4,25,207.73
4,1,1,4,26,199.21
4,1,1,4,27,214.29
4,1,1,4,28,230.65
4,1,1,4,29,240.14
4,1,1,4,30,225.29
4,1,2,4,20,104.43
4,1,2,4,21,115.76
4,1,2,4,22,115.16
4,1,2,4,23,143.81
4,1,2,4,24,145.28
4,1,2,4,25,161.84
4,1,2,4,26,179.18
4,1,2,4,27,172.61
4,1,2,4,28,169.97
4,1,2,4,29,172.98
4,1,2,4,30,173.41
4,1,3,4,20,54.27
4,1,3,4,21,63.38
4,1,3,4,22,80.16
4,1,3,4,23,88.72
4,1,3,4,24,93.03
4,1,3,4,25,107.17
4,1,3,4,26,103.16
4,1,3,4,27,117.76
4,1,3,4,28,117.72
4,1,3,4,29,123.38
4,1,3,4,30,133.37
4,1,4,4,20,20.22
4,1,4,4,21,26.32
4,1,4,4,22,32.78
4,1,4,4,23,35.64
4,1,4,4,24,36.62
4,1,4,4,25,58.79
4,1,4,4,26,64.48
4,1,4,4,27,67.2
4,1,4,4,28,69.7
4,1,4,4,29,81.32
4,1,4,4,30,85.22
4,2,1,4,20,176.7
4,2,1,4,21,204.39
4,2,1,4,22,194.06
4,2,1,4,23,220.97
4,2,1,4,24,221.97
4,2,1,4,25,232.1
4,2,1,4,26,222.01
4,2,1,4,27,245.14
4,2,1,4,28,239.82
4,2,1,4,29,232.19
4,2,1,4,30,234.44
4,2,2,4,20,142.54
4,2,2,4,21,157.2
4,2,2,4,22,154.87
4,2,2,4,23,179.18
4,2,2,4,24,191.25
4,2,2,4,25,204.06
4,2,2,4,26,191.96
4,2,2,4,27,215.08
4,2,2,4,28,215.34
4,2,2,4,29,219.8
4,2,2,4,30,227.25
4,2,3,4,20,101.14
4,2,3,4,21,112.44
4,2,3,4,22,112.67
4,2,3,4,23,141.71
4,2,3,4,24,144.01
4,2,3,4,25,153.8
4,2,3,4,26,149.58
4,2,3,4,27,159.5
4,2,3,4,28,165.11
4,2,3,4,29,189.63
4,2,3,4,30,181.53
4,2,4,4,20,46.99
4,2,4,4,21,45.94
4,2,4,4,22,74.69
4,2,4,4,23,79.02
4,2,4,4,24,77
4,2,4,4,25,87.18
4,2,4,4,26,110.88
4,2,4,4,27,114.61
4,2,4,4,28,117.45
4,2,4,4,29,136.21
4,2,4,4,30,121.92
4,4,1,4,20,215.89
4,4,1,4,21,229.87
4,4,1,4,22,242.39
4,4,1,4,23,276.21
4,4,1,4,24,217.68
4,4,1,4,25,222.8
4,4,1,4,26,248.04
4,4,1,4,27,250.86
4,4,1,4,28,245.36
4,4,1,4,29,230.68
4,4,1,4,30,218.38
4,4,2,4,20,187.26
4,4,2,4,21,162.84
4,4,2,4,22,204.2
4,4,2,4,23,197.85
4,4,2,4,24,220.26
4,4,2,4,25,234.2
4,4,2,4,26,207.45
4,4,2,4,27,207.99
4,4,2,4,28,217.81
4,4,2,4,29,219.69
4,4,2,4,30,226.79
4,4,3,4,20,163.28
4,4,3,4,21,151.72
4,4,3,4,22,196.46
4,4,3,4,23,200.74
4,4,3,4,24,204.37
4,4,3,4,25,204.73
4,4,3,4,26,208.07
4,4,3,4,27,236.26
4,4,3,4,28,239.42
4,4,3,4,29,237.9
4,4,3,4,30,240.92
4,4,4,4,20,88.29
4,4,4,4,21,93.52
4,4,4,4,22,124.09
4,4,4,4,23,127.69
4,4,4,4,24,150.68
4,4,4,4,25,157.64
4,4,4,4,26,151.05
4,4,4,4,27,182.92
4,4,4,4,28,185.42
4,4,4,4,29,179.59
4,4,4,4,30,194.75
4,5,1,4,20,45.62
4,5,1,4,21,68.86
4,5,1,4,22,70.97
4,5,1,4,23,74.7
4,5,1,4,24,74.73
4,5,1,4,25,75.77
4,5,1,4,26,76.92
4,5,1,4,27,90.17
4,5,1,4,28,105.88
4,5,1,4,29,102.44
4,5,1,4,30,101.41
4,5,2,4,20,39.85
4,5,2,4,21,45.84
4,5,2,4,22,47.76
4,5,2,4,23,42.36
4,5,2,4,24,63.61
4,5,2,4,25,64.98
4,5,2,4,26,67.86
4,5,2,4,27,68.77
4,5,2,4,28,77.86
4,5,2,4,29,81.8
4,5,2,4,30,78.84
4,5,3,4,20,21.4
4,5,3,4,21,22.65
4,5,3,4,22,28.74
4,5,3,4,23,26.26
4,5,3,4,24,38.59
4,5,3,4,25,43.84
4,5,3,4,26,44.78
4,5,3,4,27,45.54
4,5,3,4,28,46.89
4,5,3,4,29,47.41
4,5,3,4,30,53.96
4,5,4,4,20,2.77
4,5,4,4,21,3.21
4,5,4,4,22,10.08
4,5,4,4,23,10.91
4,5,4,4,24,11.67
4,5,4,4,25,12.36
4,5,4,4,26,12.97
4,5,4,4,27,13.5
4,5,4,4,28,24.86
4,5,4,4,29,25.3
4,5,4,4,30,25.64
4,6,1,4,20,211.16
4,6,1,4,21,225.32
4,6,1,4,22,229.65
4,6,1,4,23,243.05
4,6,1,4,24,214.56
4,6,1,4,25,218.44
4,6,1,4,26,229.58
4,6,1,4,27,245.07
4,6,1,4,28,247.7
4,6,1,4,29,242.92
4,6,1,4,30,227.39
4,6,2,4,20,186.81
4,6,2,4,21,191.5
4,6,2,4,22,168.74
4,6,2,4,23,205.42
4,6,2,4,24,196.77
4,6,2,4,25,217.73
4,6,2,4,26,220.89
4,6,2,4,27,207.19
4,6,2,4,28,208.04
4,6,2,4,29,215.01
4,6,2,4,30,216.88
4,6,3,4,20,130.89
4,6,3,4,21,135.49
4,6,3,4,22,161.87
4,6,3,4,23,156.07
4,6,3,4,24,179.42
4,6,3,4,25,190.94
4,6,3,4,26,185.62
4,6,3,4,27,203.45
4,6,3,4,28,196.46
4,6,3,4,29,198.4
4,6,3,4,30,205.64
4,6,4,4,20,63.5
4,6,4,4,21,70.42
4,6,4,4,22,80.88
4,6,4,4,23,91.42
4,6,4,4,24,104.74
4,6,4,4,25,107.18
4,6,4,4,26,108.45
4,6,4,4,27,124.46
4,6,4,4,28,126.18
4,6,4,4,29,127.75
4,6,4,4,30,143.24
4,7,1,4,20,223.65
4,7,1,4,21,271.92
4,7,1,4,22,274.15
4,7,1,4,23,265.38
4,7,1,4,24,293.43
4,7,1,4,25,264.04
4,7,1,4,26,310.13
4,7,1,4,27,314.99
4,7,1,4,28,313.52
4,7,1,4,29,303.99
4,7,1,4,30,293.71
4,7,2,4,20,182.09
4,7,2,4,21,233.68
4,7,2,4,22,218.3
4,7,2,4,23,248.58
4,7,2,4,24,256.04
4,7,2,4,25,271.44
4,7,2,4,26,261.16
4,7,2,4,27,283.36
4,7,2,4,28,293.03
4,7,2,4,29,269.74
4,7,2,4,30,310.53
4,7,3,4,20,142.98
4,7,3,4,21,185.51
4,7,3,4,22,200.61
4,7,3,4,23,206.19
4,7,3,4,24,266.79
4,7,3,4,25,273.01
4,7,3,4,26,230.6
4,7,3,4,27,267.48
4,7,3,4,28,280.2
4,7,3,4,29,283.97
4,7,3,4,30,287.32
4,7,4,4,20,66.7
4,7,4,4,21,70.06
4,7,4,4,22,72.99
4,7,4,4,23,132.71
4,7,4,4,24,136.85
4,7,4,4,25,140.47
4,7,4,4,26,177.78
4,7,4,4,27,175.88
4,7,4,4,28,162.22
4,7,4,4,29,164.48
4,7,4,4,30,191.68
4,9,1,4,20,197.91
4,9,1,4,21,233.68
4,9,1,4,22,246.92
4,9,1,4,23,250.26
4,9,1,4,24,256.74
4,9,1,4,25,245.1
4,9,1,4,26,255.66
4,9,1,4,27,285.63
4,9,1,4,28,235.6
4,9,1,4,29,240.18
4,9,1,4,30,262.82
4,9,2,4,20,205.8
4,9,2,4,21,206.45
4,9,2,4,22,229.17
4,9,2,4,23,250.83
4,9,2,4,24,263.14
4,9,2,4,25,234.36
4,9,2,4,26,237.77
4,9,2,4,27,280.37
4,9,2,4,28,256.83
4,9,2,4,29,278.06
4,9,2,4,30,270.34
4,9,3,4,20,116.56
4,9,3,4,21,123.13
4,9,3,4,22,162.68
4,9,3,4,23,166.65
4,9,3,4,24,169.98
4,9,3,4,25,208.82
4,9,3,4,26,212.1
4,9,3,4,27,233.3
4,9,3,4,28,208.37
4,9,3,4,29,216.81
4,9,3,4,30,241.88
4,9,4,4,20,41.94
4,9,4,4,21,45
4,9,4,4,22,47.61
4,9,4,4,23,62.27
4,9,4,4,24,65.71
4,9,4,4,25,111.92
4,9,4,4,26,115.02
4,9,4,4,27,117.68
4,9,4,4,28,119.95
4,9,4,4,29,144.57
4,9,4,4,30,146.27
4,1,1,5,22,165.04
4,1,1,5,23,162.19
4,1,1,5,24,167.63
4,1,1,5,25,165.64
4,1,1,5,26,182.06
4,1,1,5,27,180.84
4,1,1,5,28,192.49
4,1,1,5,29,173.11
4,1,1,5,30,178.89
4,1,2,5,22,115.71
4,1,2,5,23,122.88
4,1,2,5,24,133.78
4,1,2,5,25,144.25
4,1,2,5,26,144.99
4,1,2,5,27,139.7
4,1,2,5,28,145.67
4,1,2,5,29,160.83
4,1,2,5,30,161.33
4,1,3,5,22,65.38
4,1,3,5,23,74.75
4,1,3,5,24,90.27
4,1,3,5,25,102.61
4,1,3,5,26,101.85
4,1,3,5,27,100.45
4,1,3,5,28,103.67
4,1,3,5,29,116.23
4,1,3,5,30,118.02
4,1,4,5,22,27.83
4,1,4,5,23,30.07
4,1,4,5,24,48.22
4,1,4,5,25,51.53
4,1,4,5,26,55.84
4,1,4,5,27,58.2
4,1,4,5,28,69.69
4,1,4,5,29,71.82
4,1,4,5,30,87.15
4,2,1,5,22,174.12
4,2,1,5,23,173.11
4,2,1,5,24,172.46
4,2,1,5,25,197.12
4,2,1,5,26,191.17
4,2,1,5,27,179.09
4,2,1,5,28,193.43
4,2,1,5,29,206.55
4,2,1,5,30,204.16
4,2,2,5,22,137.39
4,2,2,5,23,151.17
4,2,2,5,24,162.96
4,2,2,5,25,156.18
4,2,2,5,26,166.45
4,2,2,5,27,189.22
4,2,2,5,28,182.36
4,2,2,5,29,171.07
4,2,2,5,30,186.32
4,2,3,5,22,122.86
4,2,3,5,23,119.84
4,2,3,5,24,120.38
4,2,3,5,25,140.43
4,2,3,5,26,135.8
4,2,3,5,27,149.48
4,2,3,5,28,146.07
4,2,3,5,29,161.65
4,2,3,5,30,153.74
4,2,4,5,22,63.79
4,2,4,5,23,63.82
4,2,4,5,24,72.9
4,2,4,5,25,82.49
4,2,4,5,26,96
4,2,4,5,27,94.94
4,2,4,5,28,107.32
4,2,4,5,29,114.19
4,2,4,5,30,102.83
4,4,1,5,22,177.4
4,4,1,5,23,172.24
4,4,1,5,24,176.08
4,4,1,5,25,190.57
4,4,1,5,26,184.31
4,4,1,5,27,168.49
4,4,1,5,28,164.17
4,4,1,5,29,172.72
4,4,1,5,30,175.98
4,4,2,5,22,171.44
4,4,2,5,23,159.81
4,4,2,5,24,184.51
4,4,2,5,25,192.25
4,4,2,5,26,161.8
4,4,2,5,27,174.98
4,4,2,5,28,178.34
4,4,2,5,29,186.8
4,4,2,5,30,190.08
4,4,3,5,22,111.69
4,4,3,5,23,160.9
4,4,3,5,24,164.58
4,4,3,5,25,197.05
4,4,3,5,26,212.76
4,4,3,5,27,173.44
4,4,3,5,28,183.93
4,4,3,5,29,211.61
4,4,3,5,30,214.27
4,4,4,5,22,92.51
4,4,4,5,23,98.95
4,4,4,5,24,118.78
4,4,4,5,25,123.13
4,4,4,5,26,113.26
4,4,4,5,27,145.03
4,4,4,5,28,147.3
4,4,4,5,29,135.8
4,4,4,5,30,152.32
4,5,1,5,22,53.87
4,5,1,5,23,58.39
4,5,1,5,24,59.82
4,5,1,5,25,73.34
4,5,1,5,26,59.43
4,5,1,5,27,61.71
4,5,1,5,28,78.46
4,5,1,5,29,89.86
4,5,1,5,30,87.96
4,5,2,5,22,37.28
4,5,2,5,23,36.64
4,5,2,5,24,37.67
4,5,2,5,25,41.78
4,5,2,5,26,53.24
4,5,2,5,27,53.98
4,5,2,5,28,54.57
4,5,2,5,29,66.69
4,5,2,5,30,62.19
4,5,3,5,22,22.7
4,5,3,5,23,23.69
4,5,3,5,24,23.29
4,5,3,5,25,24.02
4,5,3,5,26,34.17
4,5,3,5,27,34.68
4,5,3,5,28,35.08
4,5,3,5,29,38.6
4,5,3,5,30,38.98
4,5,4,5,22,3.45
4,5,4,5,23,3.79
4,5,4,5,24,10.54
4,5,4,5,25,11.1
4,5,4,5,26,11.6
4,5,4,5,27,12.04
4,5,4,5,28,12.41
4,5,4,5,29,12.72
4,5,4,5,30,12.98
4,6,1,5,22,186.58
4,6,1,5,23,184.76
4,6,1,5,24,169.46
4,6,1,5,25,172.85
4,6,1,5,26,181.97
4,6,1,5,27,184.33
4,6,1,5,28,192.2
4,6,1,5,29,186.13
4,6,1,5,30,168.84
4,6,2,5,22,160.07
4,6,2,5,23,169.25
4,6,2,5,24,150.92
4,6,2,5,25,176
4,6,2,5,26,182.31
4,6,2,5,27,192.62
4,6,2,5,28,188.88
4,6,2,5,29,170.9
4,6,2,5,30,173.38
4,6,3,5,22,137.12
4,6,3,5,23,118.79
4,6,3,5,24,121.99
4,6,3,5,25,160.92
4,6,3,5,26,150.75
4,6,3,5,27,173.26
4,6,3,5,28,187.11
4,6,3,5,29,169.63
4,6,3,5,30,146.56
4,6,4,5,22,60.55
4,6,4,5,23,81.85
4,6,4,5,24,84.24
4,6,4,5,25,85.39
4,6,4,5,26,91.03
4,6,4,5,27,88.79
4,6,4,5,28,103.59
4,6,4,5,29,105.04
4,6,4,5,30,130.61
4,7,1,5,22,193.32
4,7,1,5,23,181.67
4,7,1,5,24,192.12
4,7,1,5,25,191.63
4,7,1,5,26,207.39
4,7,1,5,27,192.29
4,7,1,5,28,193.49
4,7,1,5,29,211.2
4,7,1,5,30,178.55
4,7,2,5,22,159.4
4,7,2,5,23,176.19
4,7,2,5,24,189.87
4,7,2,5,25,170.81
4,7,2,5,26,206.82
4,7,2,5,27,192.46
4,7,2,5,28,202.69
4,7,2,5,29,206.48
4,7,2,5,30,212.03
4,7,3,5,22,192.8
4,7,3,5,23,185.18
4,7,3,5,24,203.71
4,7,3,5,25,208.74
4,7,3,5,26,213.24
4,7,3,5,27,204.21
4,7,3,5,28,207.88
4,7,3,5,29,202.84
4,7,3,5,30,228.76
4,7,4,5,22,80.2
4,7,4,5,23,100.22
4,7,4,5,24,133
4,7,4,5,25,137.4
4,7,4,5,26,144.24
4,7,4,5,27,147.83
4,7,4,5,28,150.93
4,7,4,5,29,182.84
4,7,4,5,30,184.77
4,9,1,5,22,185.78
4,9,1,5,23,176.33
4,9,1,5,24,207.5
4,9,1,5,25,212.21
4,9,1,5,26,173.27
4,9,1,5,27,190.37
4,9,1,5,28,194.61
4,9,1,5,29,227.53
4,9,1,5,30,194.62
4,9,2,5,22,194.69
